product_id,product_name,brand_name,category_name,current_stock,total_orders,total_units_sold,avg_order_size,list_price,total_revenue,stock_status
8,Trek Remedy 29 Carbon Frameset - 2016,Trek,Mountain Bikes,12.0,85,125.0,1.4705882352941178,1799.99,203380.87,Sufficient Stock
61,Trek Powerfly 8 FS Plus - 2017,Trek,Electric Bikes,20.0,25,41.0,1.64,4999.99,188249.62,Sufficient Stock
61,Trek Powerfly 8 FS Plus - 2017,Trek,Electric Bikes,28.0,25,41.0,1.64,4999.99,188249.62,Sufficient Stock
61,Trek Powerfly 8 FS Plus - 2017,Trek,Electric Bikes,30.0,25,41.0,1.64,4999.99,188249.62,Sufficient Stock
55,Trek Domane S 6 - 2017,Trek,Road Bikes,5.0,52,78.0,1.5,2699.99,187055.31,Sufficient Stock
58,Trek Madone 9.2 - 2017,Trek,Road Bikes,1.0,26,39.0,1.5,4999.99,175899.65,Low Stock
58,Trek Madone 9.2 - 2017,Trek,Road Bikes,15.0,26,39.0,1.5,4999.99,175899.65,Sufficient Stock
58,Trek Madone 9.2 - 2017,Trek,Road Bikes,27.0,26,39.0,1.5,4999.99,175899.65,Sufficient Stock
28,Surly Karate Monkey 27.5+ Frameset - 2017,Surly,Mountain Bikes,20.0,52,78.0,1.5,2499.99,174949.3,Sufficient Stock
51,Trek Silque SLR 8 Women's - 2017,Trek,Road Bikes,8.0,19,29.0,1.5263157894736843,6499.99,174524.73,Sufficient Stock
50,Trek Silque SLR 7 Women's - 2017,Trek,Road Bikes,7.0,20,30.0,1.5,5999.99,163079.73,Sufficient Stock
50,Trek Silque SLR 7 Women's - 2017,Trek,Road Bikes,25.0,20,30.0,1.5,5999.99,163079.73,Sufficient Stock
50,Trek Silque SLR 7 Women's - 2017,Trek,Road Bikes,29.0,20,30.0,1.5,5999.99,163079.73,Sufficient Stock
43,Trek Fuel EX 9.8 27.5 Plus - 2017,Trek,Mountain Bikes,26.0,25,33.0,1.32,5299.99,159052.7,Sufficient Stock
5,Heller Shagamaw Frame - 2016,Heller,Mountain Bikes,1.0,91,129.0,1.4175824175824177,1320.99,151160.89,Low Stock
5,Heller Shagamaw Frame - 2016,Heller,Mountain Bikes,3.0,91,129.0,1.4175824175824177,1320.99,151160.89,Medium Stock
5,Heller Shagamaw Frame - 2016,Heller,Mountain Bikes,22.0,91,129.0,1.4175824175824177,1320.99,151160.89,Sufficient Stock
40,Trek Fuel EX 9.8 29 - 2017,Trek,Mountain Bikes,2.0,21,33.0,1.5714285714285714,4999.99,147449.71,Medium Stock
40,Trek Fuel EX 9.8 29 - 2017,Trek,Mountain Bikes,15.0,21,33.0,1.5714285714285714,4999.99,147449.71,Sufficient Stock
40,Trek Fuel EX 9.8 29 - 2017,Trek,Mountain Bikes,24.0,21,33.0,1.5714285714285714,4999.99,147449.71,Sufficient Stock
62,Trek Boone 7 - 2017,Trek,Cyclocross Bicycles,21.0,25,42.0,1.68,3499.99,127609.64,Sufficient Stock
49,Trek Domane SL 6 - 2017,Trek,Road Bikes,8.0,22,37.0,1.6818181818181819,3499.99,113644.68,Sufficient Stock
3,Surly Wednesday Frameset - 2016,Surly,Mountain Bikes,0.0,86,126.0,1.4651162790697674,999.99,112288.88,Out of Stock
3,Surly Wednesday Frameset - 2016,Surly,Mountain Bikes,6.0,86,126.0,1.4651162790697674,999.99,112288.88,Sufficient Stock
3,Surly Wednesday Frameset - 2016,Surly,Mountain Bikes,28.0,86,126.0,1.4651162790697674,999.99,112288.88,Sufficient Stock
47,Trek Remedy 9.8 - 2017,Trek,Mountain Bikes,0.0,14,22.0,1.5714285714285714,5299.99,105469.8,Out of Stock
47,Trek Remedy 9.8 - 2017,Trek,Mountain Bikes,14.0,14,22.0,1.5714285714285714,5299.99,105469.8,Sufficient Stock
47,Trek Remedy 9.8 - 2017,Trek,Mountain Bikes,21.0,14,22.0,1.5714285714285714,5299.99,105469.8,Sufficient Stock
55,Trek Domane S 6 - 2017,Trek,Road Bikes,11.0,26,39.0,1.5,2699.99,93527.65,Sufficient Stock
63,Trek Boone Race Shop Limited - 2017,Trek,Cyclocross Bicycles,4.0,21,29.0,1.380952380952381,3499.99,91244.74,Medium Stock
63,Trek Boone Race Shop Limited - 2017,Trek,Cyclocross Bicycles,5.0,21,29.0,1.380952380952381,3499.99,91244.74,Sufficient Stock
63,Trek Boone Race Shop Limited - 2017,Trek,Cyclocross Bicycles,8.0,21,29.0,1.380952380952381,3499.99,91244.74,Sufficient Stock
28,Surly Karate Monkey 27.5+ Frameset - 2017,Surly,Mountain Bikes,25.0,26,39.0,1.5,2499.99,87474.65,Sufficient Stock
16,Electra Townie Original 7D EQ - 2016,Electra,Cruisers Bicycles,4.0,95,156.0,1.6421052631578947,599.99,82744.62,Medium Stock
16,Electra Townie Original 7D EQ - 2016,Electra,Cruisers Bicycles,19.0,95,156.0,1.6421052631578947,599.99,82744.62,Sufficient Stock
16,Electra Townie Original 7D EQ - 2016,Electra,Cruisers Bicycles,20.0,95,156.0,1.6421052631578947,599.99,82744.62,Sufficient Stock
2,Ritchey Timberwolf Frameset - 2016,Ritchey,Mountain Bikes,5.0,77,118.0,1.5324675324675325,749.99,78898.95,Sufficient Stock
2,Ritchey Timberwolf Frameset - 2016,Ritchey,Mountain Bikes,16.0,77,118.0,1.5324675324675325,749.99,78898.95,Sufficient Stock
2,Ritchey Timberwolf Frameset - 2016,Ritchey,Mountain Bikes,24.0,77,118.0,1.5324675324675325,749.99,78898.95,Sufficient Stock
12,Electra Townie Original 21D - 2016,Electra,Cruisers Bicycles,2.0,104,153.0,1.4711538461538463,549.99,75772.12,Medium Stock
12,Electra Townie Original 21D - 2016,Electra,Cruisers Bicycles,16.0,104,153.0,1.4711538461538463,549.99,75772.12,Sufficient Stock
12,Electra Townie Original 21D - 2016,Electra,Cruisers Bicycles,30.0,104,153.0,1.4711538461538463,549.99,75772.12,Sufficient Stock
26,Electra Townie Original 7D EQ - 2016,Electra,Comfort Bicycles,2.0,90,134.0,1.488888888888889,599.99,72424.79,Medium Stock
26,Electra Townie Original 7D EQ - 2016,Electra,Comfort Bicycles,16.0,90,134.0,1.488888888888889,599.99,72424.79,Sufficient Stock
26,Electra Townie Original 7D EQ - 2016,Electra,Comfort Bicycles,27.0,90,134.0,1.488888888888889,599.99,72424.79,Sufficient Stock
6,Surly Ice Cream Truck Frameset - 2016,Surly,Mountain Bikes,0.0,110,167.0,1.518181818181818,469.99,70371.6,Out of Stock
6,Surly Ice Cream Truck Frameset - 2016,Surly,Mountain Bikes,11.0,110,167.0,1.518181818181818,469.99,70371.6,Sufficient Stock
6,Surly Ice Cream Truck Frameset - 2016,Surly,Mountain Bikes,27.0,110,167.0,1.518181818181818,469.99,70371.6,Sufficient Stock
54,Trek Domane SL Disc Frameset - 2017,Trek,Road Bikes,6.0,17,24.0,1.411764705882353,3199.99,68511.79,Sufficient Stock
54,Trek Domane SL Disc Frameset - 2017,Trek,Road Bikes,11.0,17,24.0,1.411764705882353,3199.99,68511.79,Sufficient Stock
54,Trek Domane SL Disc Frameset - 2017,Trek,Road Bikes,13.0,17,24.0,1.411764705882353,3199.99,68511.79,Sufficient Stock
42,Trek Fuel EX 5 27.5 Plus - 2017,Trek,Mountain Bikes,0.0,24,34.0,1.4166666666666667,2299.99,67849.71,Out of Stock
42,Trek Fuel EX 5 27.5 Plus - 2017,Trek,Mountain Bikes,9.0,24,34.0,1.4166666666666667,2299.99,67849.71,Sufficient Stock
42,Trek Fuel EX 5 27.5 Plus - 2017,Trek,Mountain Bikes,16.0,24,34.0,1.4166666666666667,2299.99,67849.71,Sufficient Stock
24,Electra Townie Original 21D - 2016,Electra,Comfort Bicycles,10.0,89,136.0,1.5280898876404494,549.99,67621.27,Sufficient Stock
24,Electra Townie Original 21D - 2016,Electra,Comfort Bicycles,16.0,89,136.0,1.5280898876404494,549.99,67621.27,Sufficient Stock
24,Electra Townie Original 21D - 2016,Electra,Comfort Bicycles,18.0,89,136.0,1.5280898876404494,549.99,67621.27,Sufficient Stock
25,Electra Townie Original 7D - 2015/2016,Electra,Comfort Bicycles,10.0,98,148.0,1.510204081632653,499.99,66568.67,Sufficient Stock
25,Electra Townie Original 7D - 2015/2016,Electra,Comfort Bicycles,15.0,98,148.0,1.510204081632653,499.99,66568.67,Sufficient Stock
25,Electra Townie Original 7D - 2015/2016,Electra,Comfort Bicycles,18.0,98,148.0,1.510204081632653,499.99,66568.67,Sufficient Stock
20,Electra Townie Original 7D EQ - Women's - 2016,Electra,Cruisers Bicycles,19.0,84,125.0,1.4880952380952381,599.99,66508.89,Sufficient Stock
20,Electra Townie Original 7D EQ - Women's - 2016,Electra,Cruisers Bicycles,20.0,84,125.0,1.4880952380952381,599.99,66508.89,Sufficient Stock
20,Electra Townie Original 7D EQ - Women's - 2016,Electra,Cruisers Bicycles,26.0,84,125.0,1.4880952380952381,599.99,66508.89,Sufficient Stock
15,Electra Moto 1 - 2016,Electra,Cruisers Bicycles,3.0,91,137.0,1.5054945054945055,529.99,65061.57,Medium Stock
15,Electra Moto 1 - 2016,Electra,Cruisers Bicycles,6.0,91,137.0,1.5054945054945055,529.99,65061.57,Sufficient Stock
15,Electra Moto 1 - 2016,Electra,Cruisers Bicycles,22.0,91,137.0,1.5054945054945055,529.99,65061.57,Sufficient Stock
59,Trek Domane S 5 Disc - 2017,Trek,Road Bikes,0.0,18,26.0,1.4444444444444444,2599.99,59513.77,Out of Stock
59,Trek Domane S 5 Disc - 2017,Trek,Road Bikes,17.0,18,26.0,1.4444444444444444,2599.99,59513.77,Sufficient Stock
59,Trek Domane S 5 Disc - 2017,Trek,Road Bikes,22.0,18,26.0,1.4444444444444444,2599.99,59513.77,Sufficient Stock
48,Trek Emonda S 4 - 2017,Trek,Road Bikes,2.0,28,42.0,1.5,1499.99,57359.62,Medium Stock
48,Trek Emonda S 4 - 2017,Trek,Road Bikes,5.0,28,42.0,1.5,1499.99,57359.62,Sufficient Stock
48,Trek Emonda S 4 - 2017,Trek,Road Bikes,20.0,28,42.0,1.5,1499.99,57359.62,Sufficient Stock
27,Surly Big Dummy Frameset - 2017,Surly,Mountain Bikes,21.0,42,62.0,1.4761904761904763,999.99,55359.45,Sufficient Stock
149,Trek Domane SLR 8 Disc - 2018,Trek,Road Bikes,1.0,6,8.0,1.3333333333333333,7499.99,54749.93,Low Stock
155,Trek Domane SLR 9 Disc - 2018,Trek,Road Bikes,8.0,3,5.0,1.6666666666666667,11999.99,54359.95,Sufficient Stock
155,Trek Domane SLR 9 Disc - 2018,Trek,Road Bikes,21.0,3,5.0,1.6666666666666667,11999.99,54359.95,Sufficient Stock
155,Trek Domane SLR 9 Disc - 2018,Trek,Road Bikes,25.0,3,5.0,1.6666666666666667,11999.99,54359.95,Sufficient Stock
18,Pure Cycles Western 3-Speed - Women's - 2015/2016,Pure Cycles,Cruisers Bicycles,5.0,89,134.0,1.5056179775280898,449.0,54270.63,Sufficient Stock
18,Pure Cycles Western 3-Speed - Women's - 2015/2016,Pure Cycles,Cruisers Bicycles,13.0,89,134.0,1.5056179775280898,449.0,54270.63,Sufficient Stock
18,Pure Cycles Western 3-Speed - Women's - 2015/2016,Pure Cycles,Cruisers Bicycles,16.0,89,134.0,1.5056179775280898,449.0,54270.63,Sufficient Stock
31,Surly Wednesday - 2017,Surly,Mountain Bikes,10.0,26,36.0,1.3846153846153846,1632.99,52876.22,Sufficient Stock
17,Pure Cycles Vine 8-Speed - 2016,Pure Cycles,Cruisers Bicycles,2.0,91,133.0,1.4615384615384615,429.0,51531.48,Medium Stock
17,Pure Cycles Vine 8-Speed - 2016,Pure Cycles,Cruisers Bicycles,3.0,91,133.0,1.4615384615384615,429.0,51531.48,Medium Stock
17,Pure Cycles Vine 8-Speed - 2016,Pure Cycles,Cruisers Bicycles,22.0,91,133.0,1.4615384615384615,429.0,51531.48,Sufficient Stock
60,Sun Bicycles ElectroLite - 2017,Sun Bicycles,Electric Bikes,1.0,24,34.0,1.4166666666666667,1559.99,47049.3,Low Stock
60,Sun Bicycles ElectroLite - 2017,Sun Bicycles,Electric Bikes,7.0,24,34.0,1.4166666666666667,1559.99,47049.3,Sufficient Stock
60,Sun Bicycles ElectroLite - 2017,Sun Bicycles,Electric Bikes,19.0,24,34.0,1.4166666666666667,1559.99,47049.3,Sufficient Stock
41,Haro Shift R3 - 2017,Haro,Mountain Bikes,6.0,24,35.0,1.4583333333333333,1469.99,46980.88,Sufficient Stock
41,Haro Shift R3 - 2017,Haro,Mountain Bikes,10.0,24,35.0,1.4583333333333333,1469.99,46980.88,Sufficient Stock
41,Haro Shift R3 - 2017,Haro,Mountain Bikes,25.0,24,35.0,1.4583333333333333,1469.99,46980.88,Sufficient Stock
19,Pure Cycles William 3-Speed - 2016,Pure Cycles,Cruisers Bicycles,4.0,78,109.0,1.3974358974358974,449.0,43674.23,Medium Stock
19,Pure Cycles William 3-Speed - 2016,Pure Cycles,Cruisers Bicycles,15.0,78,109.0,1.3974358974358974,449.0,43674.23,Sufficient Stock
19,Pure Cycles William 3-Speed - 2016,Pure Cycles,Cruisers Bicycles,24.0,78,109.0,1.3974358974358974,449.0,43674.23,Sufficient Stock
57,Trek Emonda S 5 - 2017,Trek,Road Bikes,1.0,15,23.0,1.5333333333333334,1999.99,41079.79,Low Stock
57,Trek Emonda S 5 - 2017,Trek,Road Bikes,9.0,15,23.0,1.5333333333333334,1999.99,41079.79,Sufficient Stock
57,Trek Emonda S 5 - 2017,Trek,Road Bikes,27.0,15,23.0,1.5333333333333334,1999.99,41079.79,Sufficient Stock
23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Electra,Children Bicycles,8.0,100,154.0,1.54,299.99,41011.63,Sufficient Stock
23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Electra,Children Bicycles,9.0,100,154.0,1.54,299.99,41011.63,Sufficient Stock
23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Electra,Children Bicycles,12.0,100,154.0,1.54,299.99,41011.63,Sufficient Stock
81,Electra Amsterdam Fashion 7i Ladies' - 2017,Electra,Cruisers Bicycles,18.0,24,40.0,1.6666666666666667,1099.99,39863.64,Sufficient Stock
81,Electra Amsterdam Fashion 7i Ladies' - 2017,Electra,Cruisers Bicycles,19.0,24,40.0,1.6666666666666667,1099.99,39863.64,Sufficient Stock
81,Electra Amsterdam Fashion 7i Ladies' - 2017,Electra,Cruisers Bicycles,25.0,24,40.0,1.6666666666666667,1099.99,39863.64,Sufficient Stock
45,Haro SR 1.2 - 2017,Haro,Mountain Bikes,1.0,32,52.0,1.625,869.99,39862.94,Low Stock
45,Haro SR 1.2 - 2017,Haro,Mountain Bikes,13.0,32,52.0,1.625,869.99,39862.94,Sufficient Stock
45,Haro SR 1.2 - 2017,Haro,Mountain Bikes,15.0,32,52.0,1.625,869.99,39862.94,Sufficient Stock
13,Electra Cruiser 1 (24-Inch) - 2016,Electra,Cruisers Bicycles,1.0,103,157.0,1.5242718446601942,269.99,37992.99,Low Stock
13,Electra Cruiser 1 (24-Inch) - 2016,Electra,Cruisers Bicycles,13.0,103,157.0,1.5242718446601942,269.99,37992.99,Sufficient Stock
13,Electra Cruiser 1 (24-Inch) - 2016,Electra,Cruisers Bicycles,19.0,103,157.0,1.5242718446601942,269.99,37992.99,Sufficient Stock
205,Trek Super Commuter+ 8S - 2018,Trek,Electric Bikes,3.0,4,8.0,2.0,4999.99,37299.93,Medium Stock
205,Trek Super Commuter+ 8S - 2018,Trek,Electric Bikes,9.0,4,8.0,2.0,4999.99,37299.93,Sufficient Stock
205,Trek Super Commuter+ 8S - 2018,Trek,Electric Bikes,13.0,4,8.0,2.0,4999.99,37299.93,Sufficient Stock
203,Trek Powerfly 7 FS - 2018,Trek,Electric Bikes,4.0,5,8.0,1.6,4999.99,36499.93,Medium Stock
203,Trek Powerfly 7 FS - 2018,Trek,Electric Bikes,6.0,5,8.0,1.6,4999.99,36499.93,Sufficient Stock
203,Trek Powerfly 7 FS - 2018,Trek,Electric Bikes,7.0,5,8.0,1.6,4999.99,36499.93,Sufficient Stock
22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Electra,Children Bicycles,0.0,94,145.0,1.5425531914893618,269.99,34728.81,Out of Stock
22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Electra,Children Bicycles,20.0,94,145.0,1.5425531914893618,269.99,34728.81,Sufficient Stock
22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Electra,Children Bicycles,29.0,94,145.0,1.5425531914893618,269.99,34728.81,Sufficient Stock
36,Surly Troll Frameset - 2017,Surly,Mountain Bikes,15.0,29,46.0,1.5862068965517242,832.99,34477.46,Sufficient Stock
36,Surly Troll Frameset - 2017,Surly,Mountain Bikes,26.0,29,46.0,1.5862068965517242,832.99,34477.46,Sufficient Stock
36,Surly Troll Frameset - 2017,Surly,Mountain Bikes,28.0,29,46.0,1.5862068965517242,832.99,34477.46,Sufficient Stock
46,Haro SR 1.3 - 2017,Haro,Mountain Bikes,16.0,19,27.0,1.4210526315789473,1409.99,34121.76,Sufficient Stock
46,Haro SR 1.3 - 2017,Haro,Mountain Bikes,18.0,19,27.0,1.4210526315789473,1409.99,34121.76,Sufficient Stock
46,Haro SR 1.3 - 2017,Haro,Mountain Bikes,19.0,19,27.0,1.4210526315789473,1409.99,34121.76,Sufficient Stock
21,Electra Cruiser 1 (24-Inch) - 2016,Electra,Children Bicycles,8.0,90,139.0,1.5444444444444445,269.99,34078.14,Sufficient Stock
21,Electra Cruiser 1 (24-Inch) - 2016,Electra,Children Bicycles,16.0,90,139.0,1.5444444444444445,269.99,34078.14,Sufficient Stock
21,Electra Cruiser 1 (24-Inch) - 2016,Electra,Children Bicycles,24.0,90,139.0,1.5444444444444445,269.99,34078.14,Sufficient Stock
39,Trek Stache 5 - 2017,Trek,Mountain Bikes,2.0,16,25.0,1.5625,1499.99,33719.78,Medium Stock
39,Trek Stache 5 - 2017,Trek,Mountain Bikes,22.0,16,25.0,1.5625,1499.99,33719.78,Sufficient Stock
39,Trek Stache 5 - 2017,Trek,Mountain Bikes,28.0,16,25.0,1.5625,1499.99,33719.78,Sufficient Stock
153,Trek Domane SL 7 Women's - 2018,Trek,Road Bikes,7.0,5,7.0,1.4,4999.99,31399.94,Sufficient Stock
153,Trek Domane SL 7 Women's - 2018,Trek,Road Bikes,21.0,5,7.0,1.4,4999.99,31399.94,Sufficient Stock
153,Trek Domane SL 7 Women's - 2018,Trek,Road Bikes,25.0,5,7.0,1.4,4999.99,31399.94,Sufficient Stock
29,Trek X-Caliber 8 - 2017,Trek,Mountain Bikes,11.0,24,35.0,1.4583333333333333,999.99,30939.69,Sufficient Stock
29,Trek X-Caliber 8 - 2017,Trek,Mountain Bikes,13.0,24,35.0,1.4583333333333333,999.99,30939.69,Sufficient Stock
29,Trek X-Caliber 8 - 2017,Trek,Mountain Bikes,29.0,24,35.0,1.4583333333333333,999.99,30939.69,Sufficient Stock
252,Electra Townie Commute Go! Ladies' - 2018,Electra,Cruisers Bicycles,20.0,7,11.0,1.5714285714285714,2999.99,29849.9,Sufficient Stock
252,Electra Townie Commute Go! Ladies' - 2018,Electra,Cruisers Bicycles,27.0,7,11.0,1.5714285714285714,2999.99,29849.9,Sufficient Stock
252,Electra Townie Commute Go! Ladies' - 2018,Electra,Cruisers Bicycles,28.0,7,11.0,1.5714285714285714,2999.99,29849.9,Sufficient Stock
14,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Electra,Cruisers Bicycles,4.0,86,124.0,1.441860465116279,269.99,29785.3,Medium Stock
14,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Electra,Cruisers Bicycles,8.0,86,124.0,1.441860465116279,269.99,29785.3,Sufficient Stock
14,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Electra,Cruisers Bicycles,18.0,86,124.0,1.441860465116279,269.99,29785.3,Sufficient Stock
142,Trek Fuel EX 8 29 XT - 2018,Trek,Mountain Bikes,22.0,5,10.0,2.0,3199.99,29503.91,Sufficient Stock
142,Trek Fuel EX 8 29 XT - 2018,Trek,Mountain Bikes,24.0,5,10.0,2.0,3199.99,29503.91,Sufficient Stock
142,Trek Fuel EX 8 29 XT - 2018,Trek,Mountain Bikes,29.0,5,10.0,2.0,3199.99,29503.91,Sufficient Stock
148,Trek Domane SL 8 Disc - 2018,Trek,Road Bikes,6.0,6,6.0,1.0,5499.99,29479.95,Sufficient Stock
207,Trek Boone 7 Disc - 2018,Trek,Cyclocross Bicycles,8.0,5,8.0,1.6,3999.99,28239.93,Sufficient Stock
207,Trek Boone 7 Disc - 2018,Trek,Cyclocross Bicycles,27.0,5,8.0,1.6,3999.99,28239.93,Sufficient Stock
207,Trek Boone 7 Disc - 2018,Trek,Cyclocross Bicycles,29.0,5,8.0,1.6,3999.99,28239.93,Sufficient Stock
52,Surly Steamroller - 2017,Surly,Road Bikes,8.0,26,35.0,1.3461538461538463,875.99,27690.04,Sufficient Stock
52,Surly Steamroller - 2017,Surly,Road Bikes,18.0,26,35.0,1.3461538461538463,875.99,27690.04,Sufficient Stock
52,Surly Steamroller - 2017,Surly,Road Bikes,23.0,26,35.0,1.3461538461538463,875.99,27690.04,Sufficient Stock
27,Surly Big Dummy Frameset - 2017,Surly,Mountain Bikes,10.0,21,31.0,1.4761904761904763,999.99,27679.72,Sufficient Stock
77,Electra Glam Punk 3i Ladies' - 2017,Electra,Cruisers Bicycles,16.0,21,38.0,1.8095238095238095,799.99,27647.65,Sufficient Stock
77,Electra Glam Punk 3i Ladies' - 2017,Electra,Cruisers Bicycles,23.0,21,38.0,1.8095238095238095,799.99,27647.65,Sufficient Stock
77,Electra Glam Punk 3i Ladies' - 2017,Electra,Cruisers Bicycles,25.0,21,38.0,1.8095238095238095,799.99,27647.65,Sufficient Stock
149,Trek Domane SLR 8 Disc - 2018,Trek,Road Bikes,22.0,3,4.0,1.3333333333333333,7499.99,27374.96,Sufficient Stock
30,Surly Ice Cream Truck Frameset - 2017,Surly,Mountain Bikes,17.0,22,30.0,1.3636363636363635,999.99,27269.73,Sufficient Stock
30,Surly Ice Cream Truck Frameset - 2017,Surly,Mountain Bikes,23.0,22,30.0,1.3636363636363635,999.99,27269.73,Sufficient Stock
30,Surly Ice Cream Truck Frameset - 2017,Surly,Mountain Bikes,30.0,22,30.0,1.3636363636363635,999.99,27269.73,Sufficient Stock
31,Surly Wednesday - 2017,Surly,Mountain Bikes,2.0,13,18.0,1.3846153846153846,1632.99,26438.11,Medium Stock
204,Trek Super Commuter+ 7 - 2018,Trek,Electric Bikes,16.0,5,8.0,1.6,3599.99,25847.93,Sufficient Stock
204,Trek Super Commuter+ 7 - 2018,Trek,Electric Bikes,23.0,5,8.0,1.6,3599.99,25847.93,Sufficient Stock
204,Trek Super Commuter+ 7 - 2018,Trek,Electric Bikes,25.0,5,8.0,1.6,3599.99,25847.93,Sufficient Stock
91,Trek Precaliber 24 (21-Speed) - Girls - 2017,Trek,Children Bicycles,8.0,56,78.0,1.3928571428571428,349.99,24359.3,Sufficient Stock
169,Trek Emonda SLR 8 - 2018,Trek,Road Bikes,1.0,2,4.0,2.0,6499.99,24179.96,Low Stock
169,Trek Emonda SLR 8 - 2018,Trek,Road Bikes,3.0,2,4.0,2.0,6499.99,24179.96,Medium Stock
169,Trek Emonda SLR 8 - 2018,Trek,Road Bikes,25.0,2,4.0,2.0,6499.99,24179.96,Sufficient Stock
101,Electra Townie 7D (20-inch) - Boys' - 2017,Electra,Children Bicycles,17.0,52,80.0,1.5384615384615385,339.99,24159.69,Sufficient Stock
194,Trek XM700+ - 2018,Trek,Electric Bikes,15.0,5,8.0,1.6,3499.99,24149.93,Sufficient Stock
194,Trek XM700+ - 2018,Trek,Electric Bikes,20.0,5,8.0,1.6,3499.99,24149.93,Sufficient Stock
194,Trek XM700+ - 2018,Trek,Electric Bikes,24.0,5,8.0,1.6,3499.99,24149.93,Sufficient Stock
140,Trek Remedy 9.8 27.5 - 2018,Trek,Mountain Bikes,3.0,4,6.0,1.5,4999.99,23999.95,Medium Stock
171,Trek Domane SL 6 - 2018,Trek,Road Bikes,3.0,4,8.0,2.0,3199.99,23679.93,Medium Stock
171,Trek Domane SL 6 - 2018,Trek,Road Bikes,11.0,4,8.0,2.0,3199.99,23679.93,Sufficient Stock
171,Trek Domane SL 6 - 2018,Trek,Road Bikes,28.0,4,8.0,2.0,3199.99,23679.93,Sufficient Stock
