product_id,product_name,revenue,revenue_percentage
13,Electra Cruiser 1 (24-Inch) - 2016,37992.99279999998,0.49411388831721287
205,Trek Super Commuter+ 8S - 2018,37299.92539999999,0.48510027284125873
203,Trek Powerfly 7 FS - 2018,36499.926999999996,0.4746959774451996
22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,34728.81369999999,0.45166194893578104
36,Surly Troll Frameset - 2017,34477.45610000002,0.44839294399721596
46,Haro SR 1.3 - 2017,34121.757999999994,0.4437669496149556
21,Electra Cruiser 1 (24-Inch) - 2016,34078.13780000001,0.443199651672816
39,Trek Stache 5 - 2017,33719.775200000004,0.4385390044148966
153,Trek Domane SL 7 Women's - 2018,31399.937199999997,0.4083685942953224
29,Trek X-Caliber 8 - 2017,30939.690600000005,0.4023829053471548
252,Electra Townie Commute Go! Ladies' - 2018,29849.9005,0.38820975435072663
14,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,29785.29680000001,0.38736955769723547
142,Trek Fuel EX 8 29 XT - 2018,29503.907799999994,0.3837099825315828
207,Trek Boone 7 Disc - 2018,28239.929399999997,0.36727144384470767
52,Surly Steamroller - 2017,27690.043899999993,0.360119965571739
27,Surly Big Dummy Frameset - 2017,27679.723200000004,0.3599857407889219
77,Electra Glam Punk 3i Ladies' - 2017,27647.654400000003,0.3595686733695406
149,Trek Domane SLR 8 Disc - 2018,27374.963499999998,0.35602222043236315
30,Surly Ice Cream Truck Frameset - 2017,27269.727300000002,0.354653582056138
31,Surly Wednesday - 2017,26438.1081,0.3438380456577722
204,Trek Super Commuter+ 7 - 2018,25847.928199999995,0.3361625227862055
169,Trek Emonda SLR 8 - 2018,24179.962799999998,0.31446997348609945
194,Trek XM700+ - 2018,24149.931,0.3140793980568544
171,Trek Domane SL 6 - 2018,23679.925999999996,0.3079667972596218
78,Sun Bicycles Biscayne Tandem CB - 2017,22899.966600000003,0.297823116979095
188,Trek XM700+ Lowstep - 2018,20964.9401,0.2726573325160229
160,Trek Emonda SLR 6 - 2018,20789.953799999996,0.27038156652016154
172,Trek Domane ALR Disc Frameset - 2018,19999.9375,0.260107092280086
73,Sun Bicycles Brickell Tandem 7 - 2017,19544.739400000002,0.2541870610698675
35,Sun Bicycles Spider 3i - 2017,19491.966,0.25350072214387165
103,Sun Bicycles Streamway 3 - 2017,19363.809199999996,0.2518339923051448
70,Electra Amsterdam Original 3i - 2015/2017,18987.9123,0.24694530454519073
65,Sun Bicycles Lil Bolt Type-R - 2017,18681.94160000001,0.2429660346549773
72,Sun Bicycles Biscayne Tandem 7 - 2017,18289.704999999998,0.23786484263816077
185,Trek Conduit+ - 2018,17807.9364,0.23159925157329625
82,Electra Amsterdam Original 3i Ladies' - 2017,17793.330400000003,0.23140929477018915
105,Sun Bicycles Streamway 7 - 2017,17637.689700000003,0.22938512594878976
156,Trek Domane SL Frameset - 2018,17549.972999999998,0.22824433559474963
102,Electra Townie Original 7D - 2017,17502.4428,0.22762618655715935
184,Trek Domane SL 6 Disc - 2018,17324.9505,0.22531782904078684
100,Electra Townie 3i EQ (20-inch) - Boys' - 2017,17125.1505,0.22271935106866514
106,Sun Bicycles Cruz 3 - 2017,17036.6214,0.2215679951315192
251,Electra Townie Commute Go! - 2018,16649.944499999998,0.21653910921070676
202,Trek Powerfly 5 Women's - 2018,16204.953699999998,0.21075182797148348
198,Electra Townie Commute Go! - 2018,15749.9475,0.20483429249661456
71,Sun Bicycles Atlas X-Type - 2017,15620.445399999997,0.20315006649965003
186,Trek CrossRip+ - 2018,15524.9655,0.20190831266115966
190,Trek Dual Sport+ - 2018,15455.9448,0.20101067117682317
159,Trek Emonda ALR 6 - 2018,15110.9343,0.19652367325689982
53,Surly Ogre Frameset - 2017,14909.801200000002,0.1939078577923625
75,Electra Cruiser Lux Fat Tire 1 Ladies - 2017,14747.7542,0.19180037250733536
148,Trek Domane SL 8 Disc - 2018,14739.973199999999,0.19169917752684948
115,Trek Fuel EX 8 29 - 2018,14431.954899999999,0.18769327778931005
33,Surly Wednesday Frameset - 2017,14367.594300000002,0.1868562427474055
253,Electra Townie Go! 8i Ladies' - 2018,14143.945600000001,0.18394760300544521
139,Trek Remedy 7 27.5 - 2018,14069.953099999999,0.18298530129697566
38,Haro Flightline Two 26 Plus - 2017,14008.2453,0.18218276696760582
209,Trek Crockett 7 Disc - 2018,13679.954399999999,0.17791321405420235
173,Trek Domane ALR Frameset - 2018,13439.958,0.17479196601221783
128,Surly ECR 27.5 - 2018,13103.1,0.1704109945771178
80,Sun Bicycles Brickell Tandem CB - 2017,13045.268799999998,0.16965887696299684
109,Sun Bicycles Cruz 7 - Women's - 2017,12968.388999999997,0.16865902477680503
138,Trek Fuel EX 5 Plus - 2018,12824.943,0.16679345284893232
104,Sun Bicycles Streamway - 2017,12816.114099999997,0.1666786295147578
95,"Electra Girl's Hawaii 1 16"" - 2017",12785.573800000002,0.16628144084202515
108,Sun Bicycles Cruz 3 - Women's - 2017,12622.219500000003,0.1641569536037801
193,Trek Lift+ - 2018,12403.955699999999,0.1613183466147331
91,Trek Precaliber 24 (21-Speed) - Girls - 2017,12179.652000000004,0.1584011883388803
101,Electra Townie 7D (20-inch) - Boys' - 2017,12079.844700000003,0.15710315495295965
150,Trek Emonda SL 7 - 2018,12059.973199999999,0.1568447182411327
140,Trek Remedy 9.8 27.5 - 2018,11999.976,0.15606443094088757
32,Trek Farley Alloy Frameset - 2017,11937.746,0.15525510519411512
124,Surly Krampus - 2018,11767.15,0.15303643678504564
147,Trek Domane ALR 5 Gravel - 2018,11681.935099999999,0.1519281833288567
64,Electra Townie Original 7D - 2017,11661.762,0.15166582418982064
137,Heller Shagamaw GX1 - 2018,11305.650000000001,0.1470344468744642
145,Trek Domane ALR 5 Disc - 2018,11141.9381,0.14490530890687564
122,Surly Troll Frameset - 2018,11074.9557,0.14403417631968923
182,Trek Domane SL 5 Disc - 2018,11074.955699999999,0.1440341763196892
69,Sun Bicycles Cruz 7 - 2017,10996.026299999998,0.14300766827538097
162,Trek Emonda SL 6 Disc - 2018,10799.964,0.14045780056910712
44,Haro SR 1.1 - 2017,10740.401100000001,0.13968316151202162
68,Sun Bicycles Cruz 3 - 2017,10673.7628,0.13881650408134272
110,Sun Bicycles Drifter 7 - 2017,10644.374,0.13843429112124717
177,Trek Domane SLR 6 Disc - 2018,10449.981,0.1359061333212739
74,Electra Cruiser Lux 1 - 2017,10432.1629,0.13567440188806537
37,Haro Flightline One ST - 2017,10430.725500000002,0.13565570793292464
97,Electra Savannah 3i (20-inch) - Girl's - 2017,10258.206900000001,0.13341203535093624
141,Trek Stache 5 - 2018,10063.9371,0.13088547981565848
181,Trek Domane SL 5 - 2018,10031.954399999999,0.13046953216080875
111,Sun Bicycles Drifter 7 - Women's - 2017,10027.377100000002,0.1304100025651041
151,Trek Domane ALR 4 Disc Women's - 2018,9749.4371,0.1267952830076891
96,Electra Moto 3i (20-inch) - Boy's - 2017,9680.723399999999,0.1259016341796962
196,Trek Verve+ - 2018,9544.9585,0.1241359579933233
197,Trek Verve+ Lowstep - 2018,9429.959,0.12264034404159653
107,Sun Bicycles Cruz 7 - 2017,9361.4255,0.12174903878582871
163,Surly Pack Rat - 2018,9335.08,0.12140640514511535
99,Electra Sugar Skulls 1 (20-inch) - Girl's - 2017,9095.6968,0.11829313201150168
131,Heller Bloodhound Trail - 2018,8992.54,0.11695153705417155
175,Trek Domane SLR Frameset - 2018,8927.972099999999,0.11611180599383039
235,Electra Koa 3i Ladies' - 2018,8819.902,0.1147063116279896
165,Trek 1120 - 2018,8749.965,0.1137967532999802
98,Electra Straight 8 3i (20-inch) - Boy's - 2017,8638.523700000002,0.11234741514565284
146,Trek Domane SLR 6 - 2018,8499.983,0.1105456385831287
85,Haro Downtown 16 - 2017,8464.243500000002,0.11008083225938176
66,Sun Bicycles Revolutions 24 - 2017,8011.6008,0.10419403503620003
120,Trek Fuel EX 7 29 - 2018,7999.968,0.10404274587426761
187,Trek Neko+ - 2018,7727.9724,0.10050533558841158
191,Electra Loft Go! 8i - 2018,7643.9727,0.09941288628853757
79,Sun Bicycles Boardwalk (24-inch Wheels) - 2017,7447.255199999998,0.096854497447292
93,Haro Shredder 20 Girls - 2017,7364.349300000001,0.09577627344874888
76,"Electra Girl's Hawaii 1 16"" - 2017",7301.7566,0.09496223064511712
123,Trek Farley Carbon Frameset - 2018,7239.9276,0.09415812006184228
92,Haro Shredder 20 - 2017,7183.757900000002,0.09342761091193898
34,Trek Session DH 27.5 Carbon Frameset - 2017,6781.9557,0.08820201448626304
216,Electra Super Moto 8i - 2018,6443.928400000001,0.08380583584249038
210,Surly Straggler - 2018,6428.35,0.08360323259303641
152,Trek Domane SL 5 Disc Women's - 2018,6249.975,0.08128339521427158
94,Haro Shredder Pro 20 - 2017,6227.250900000002,0.0809878593119378
180,Trek Domane AL 3 Women's - 2018,6219.1324,0.08088227501055305
157,Trek Domane SL Frameset Women's - 2018,6174.9905,0.0803081921537082
206,Trek Boone 5 Disc - 2018,6038.981699999999,0.07853934395143237
310,Electra Townie Commute 27D Ladies - 2018,5912.9343,0.07690004769345833
117,Trek Ticket S Frame - 2018,5527.162399999999,0.07188293165535249
300,Electra Townie Balloon 3i EQ Ladies' - 2018,5447.9319000000005,0.07085250768653274
304,Electra Townie Original 21D EQ - 2017/2018,5439.92,0.07074830976028228
67,Sun Bicycles Revolutions 24 - Girl's - 2017,5436.443399999999,0.07070309520313572
199,Electra Townie Commute Go! Ladies' - 2018,5399.982,0.07022890028455356
242,Electra Townie Commute 8D Ladies' - 2018,5389.923000000001,0.07009807901367483
164,Surly Straggler 650b - 2018,5359.54,0.06970293608961589
168,Surly Straggler - 2018,5344.05,0.06950148251710254
135,Trek X-Caliber Frameset - 2018,5219.9652,0.06788771064785766
88,Trek Precaliber 12 Girls - 2017,5198.126400000003,0.06760368842194392
161,Surly ECR - 2018,5127.3,0.06668256309539393
89,Trek Precaliber 16 Boys - 2017,5113.2565,0.0664999218271182
306,Electra Townie Balloon 7i EQ Ladies' - 2017/2018,5039.9439999999995,0.06554646378742263
87,Trek Precaliber 12 Boys - 2017,4972.038300000001,0.06466332331879648
225,Electra Delivery 3i - 2016/2017/2018,4953.548400000001,0.06442285486105508
234,Electra Daydreamer 3i Ladies' - 2018,4949.945,0.06437599121979008
237,Electra Relic 3i - 2018,4844.943,0.0630103987071338
303,Electra Townie Go! 8i - 2017/2018,4835.9814,0.06289384955700884
90,Trek Precaliber 16 Girls - 2017,4577.782,0.05953586430518179
136,Trek Procaliber 6 - 2018,4553.974700000001,0.059226240958706856
208,Trek Crockett 5 Disc - 2018,4553.974700000001,0.059226240958706856
189,Trek Lift+ Lowstep - 2018,4479.9839999999995,0.05826396265994875
260,Electra Townie Balloon 3i EQ Ladies' - 2018,4359.9455,0.056702814521527665
201,Trek Powerfly 5 FS - 2018,4274.9905,0.055597941167565695
226,Electra Townie Original 21D EQ - 2017/2018,4256.7374,0.05536055238742089
134,Trek Remedy 27.5 C Frameset - 2018,4199.972,0.05462229592356363
215,Electra Queen of Hearts 3i - 2018,4162.4445,0.05413423595309918
130,Trek Stache Carbon Frameset - 2018,4149.1548999999995,0.05396139945230684
133,Trek Procaliber Frameset - 2018,4139.9724,0.05384197741036986
214,Electra Tiger Shark 3i - 2018,4103.9544,0.05337354908404413
158,Trek CrossRip 1 - 2018,4089.5573999999997,0.05318631040854545
132,Trek Procal AL Frameset - 2018,4049.973,0.05267149964057921
301,Electra Townie Balloon 7i EQ - 2018,4013.9554,0.052203076516411595
257,Electra Amsterdam Fashion 3i Ladies' - 2017/2018,4004.9555,0.052086029259648337
129,Trek X-Caliber 7 - 2018,3983.5567,0.05180772940764714
144,Trek Domane ALR 4 Disc - 2018,3921.4747,0.05100032845937257
243,Electra Townie Original 21D EQ Ladies' - 2018,3875.943,0.05040817070420113
230,Electra Cruiser Lux 1 Ladies' - 2018,3874.2099,0.05038563105368318
308,Electra Townie Balloon 8D EQ Ladies' - 2016/2017/2018,3749.9500000000007,0.048769581939729
248,Electra Townie Original 7D EQ Ladies' - 2017/2018,3683.9386,0.04791107759133602
113,Trek Marlin 5 - 2018,3498.5286,0.04549974725694619
223,Electra Cruiser Lux 3i - 2018,3455.5348,0.04494059589439459
249,Electra White Water 3i - 2018,3412.4545,0.04438031956515338
166,Trek Domane AL 2 Women's - 2018,3382.4548999999997,0.04399016290963555
240,Electra Townie Commute 27D Ladies - 2018,3329.9629999999997,0.043307485002404236
200,Trek Powerfly 5 - 2018,3254.9906999999994,0.042332440607662974
83,Trek Boy's Kickster - 2015/2017,3236.7842,0.04209565787893709
86,Trek Girl's Kickster - 2017,3193.2870999999996,0.04152996090095322
254,Electra Townie Balloon 3i EQ - 2017/2018,3172.4577,0.04125906632101072
217,Electra Straight 8 3i - 2018,3121.2657,0.040593294127072514
259,Electra Amsterdam Royal 8i Ladies - 2018,3035.9746999999998,0.03948405096030457
176,Trek Madone 9 Frameset - 2018,2975.9906999999994,0.03870393533127679
211,Surly Straggler 650b - 2018,2943.1,0.03827617877753474
126,Surly Big Fat Dummy Frameset - 2018,2928.0377,0.038080287612572324
295,"Electra Treasure 1 20"" - 2018",2835.1114,0.03687174435140729
219,Electra Moto 3i - 2018,2771.1567,0.03603998819943706
178,Trek Domane AL 2 - 2018,2624.965,0.03413870735781029
179,Trek Domane AL 3 - 2018,2585.1719,0.03362118236385415
174,Trek Domane SLR Disc Frameset - 2018,2559.992,0.033293707811851016
118,Trek X-Caliber 8 - 2018,2499.9750000000004,0.03251316300477979
261,Electra Townie Balloon 7i EQ - 2018,2483.9723999999997,0.032305042866658286
238,Electra Townie Balloon 8D EQ - 2016/2017/2018,2474.9670000000006,0.03218792408022114
192,Electra Townie Go! 8i - 2017/2018,2469.9905,0.03212320273073032
255,Electra Townie Balloon 7i EQ Ladies' - 2017/2018,2456.9727,0.03195390109636853
250,Electra Townie Go! 8i - 2017/2018,2417.9907,0.03144692477850442
84,Sun Bicycles Lil Kitt'n - 2017,2328.4882999999995,0.03028291069015593
265,Strider Strider 20 Sport - 2018,2305.4205,0.029982904833472712
119,Trek Kids' Neko - 2018,2213.6529,0.02878943092379064
229,Electra Cruiser Lux 1 - 2016/2018,2175.7494,0.02829648092470998
127,Surly Pack Rat Frameset - 2018,2143.1544,0.02787257006634507
307,Electra Townie Balloon 8D EQ - 2016/2017/2018,2092.4721,0.02721342672236878
116,Trek Marlin 7 - 2017/2018,2069.9723999999997,0.0269208092307304
302,Electra Townie Original 1 - 2018,2069.9539999999997,0.02692056993145769
236,Electra Morningstar 3i Ladies' - 2018,2009.9732,0.026140495919694737
282,Electra Cyclosaurus 1 (16-inch) - Boy's - 2018,2001.9285,0.026035871416479884
297,"Electra Under-The-Sea 1 16"" - 2018",1987.929,0.025853802385595412
283,Electra Heartchya 1 (20-inch) - Girl's - 2018,1929.5396999999998,0.025094426460382162
241,Electra Townie Commute 8D - 2018,1897.4747000000002,0.02467740846150287
311,Electra Townie Commute 8D - 2018,1874.9750000000001,0.024384790969864498
231,Electra Cruiser Lux 3i Ladies' - 2018,1854.9650000000001,0.02412455301079465
245,Electra Townie Original 3i EQ - 2017/2018,1834.7721999999999,0.023861937665472024
224,Electra Cruiser Lux 7D - 2018,1823.962,0.023721346741677078
233,Electra Cruiser Lux Fat Tire 7D - 2018,1811.1716999999999,0.023555003834735997
246,Electra Townie Original 3i EQ Ladies' - 2018,1811.1716999999999,0.023555003834735997
293,Electra Tiger Shark 1 (20-inch) - Boys' - 2018,1804.7435999999998,0.023471403853491772
183,Trek Domane SL 5 Women's - 2018,1759.992,0.02288939160715943
292,Electra Sweet Ride 3i (20-inch) - Girls' - 2018,1701.954,0.022134584477299567
213,Electra Cruiser 1 - 2016/2017/2018,1682.0376999999999,0.021875565123765192
313,Electra Townie Original 1 Ladies' - 2018,1574.9650000000001,0.020483042339152595
244,Electra Townie Original 21D Ladies' - 2018,1573.5719,0.02046492452302165
271,Trek Precaliber 16 Girl's - 2018,1511.9279999999999,0.019663221238408662
220,Electra Cruiser 1 Ladies' - 2018,1482.2451,0.019277183391568364
114,Trek Marlin 6 - 2018,1467.3746999999998,0.019083787961955558
112,Trek 820 - 2018,1379.3636999999999,0.01793917012009167
298,Electra Water Lily 1 (16-inch) - Girl's - 2018,1315.953,0.017114488903140625
312,Electra Townie Commute 8D Ladies' - 2018,1259.982,0.01638656392527463
286,"Electra Starship 1 16"" - 2018",1212.3567,0.015767178074595514
227,Electra Cruiser 7D (24-Inch) Ladies' - 2016/2018,1209.5621999999998,0.015730834497552994
170,Trek CrossRip 2 - 2018,1208.9906999999998,0.01572340191416427
264,Strider Sport 16 - 2018,1157.4537,0.015053142858862783
268,Trek Kickster - 2018,1151.928,0.014981278946297454
258,Electra Amsterdam Royal 8i - 2017/2018,1133.91,0.01474694773457729
276,Trek Precaliber 24 (7-Speed) - Boys - 2018,1129.5647,0.014690435390571977
314,Electra Townie Original 21D EQ Ladies' - 2018,1087.9840000000002,0.014149661952056459
315,Electra Townie Original 21D Ladies' - 2018,1063.981,0.01383749344972994
269,Trek Precaliber 12 Boy's - 2018,1061.9469,0.013811039175239985
143,Trek Domane ALR 3 - 2018,1022.9907,0.013304398396573477
247,Electra Townie Original 7D EQ - 2018,1019.983,0.013265282069262413
275,Trek Precaliber 20 Girl's - 2018,1011.956,0.013160887761543592
281,Electra Cruiser 7D (24-Inch) Ladies' - 2016/2018,892.7720999999999,0.011610854033908163
228,Electra Cruiser 7D Tall - 2016/2018,873.5727,0.011361158248232722
263,Strider Classic 12 Balance Bike - 2018,857.6047,0.011153488096787076
309,Electra Townie Commute 27D - 2018,836.9907,0.010885394878982685
256,Electra Townie Commute 27D - 2018,809.991,0.010534253108692921
274,Trek Precaliber 20 Boy's - 2018,781.9660000000001,0.010169776906647322
232,Electra Cruiser Lux 7D Ladies' - 2018,767.984,0.009987935470179824
167,Surly ECR Frameset - 2018,712.4905,0.009266220568548509
239,Electra Townie Balloon 8D EQ Ladies' - 2016/2017/2018,674.991,0.008778524749151218
305,Electra Townie Balloon 3i EQ - 2017/2018,674.991,0.008778524749151218
278,Trek Precaliber 24 21-speed Girl's - 2018,665.9820000000001,0.008661359143291136
277,Trek Precaliber 24 21-speed Boy's - 2018,640.0826999999999,0.008324528509940922
289,"Electra Superbolt 1 20"" - 2018",607.981,0.007907033213055739
221,Electra Cruiser 7D Ladies' - 2016/2018,591.9815000000001,0.007698953391659538
212,Electra Townie Original 21D - 2018,520.7907,0.006773088899078339
272,Trek Precaliber 20 6-speed Boy's - 2018,492.98300000000006,0.006411438769421838
280,Trek Superfly 24 - 2017/2018,465.4905,0.006053887940349983
299,Electra Townie Original 21D - 2018,447.992,0.005826313031465238
288,Electra Straight 8 1 (20-inch) - Boy's - 2018,362.6907,0.004716935909126166
266,Trek Superfly 20 - 2018,359.99100000000004,0.004681825243553909
290,"Electra Superbolt 3i 20"" - 2018",351.4905,0.004571272881181432
294,Electra Tiger Shark 3i (20-inch) - Boys' - 2018,332.99100000000004,0.004330679571645568
218,Electra Cruiser 7D - 2016/2017/2018,303.9905,0.003953516606527869
296,"Electra Treasure 3i 20"" - 2018",295.992,0.003849492952573838
273,Trek Precaliber 20 6-speed Girl's - 2018,269.6907,0.0035074341503307693
287,Electra Straight 8 1 (16-inch) - Boy's - 2018,265.9905,0.00345931158680502
279,Trek Precaliber 24 7-speed Girl's - 2018,255.99200000000002,0.003329277142339259
222,Electra Cruiser 1 Tall - 2016/2018,242.991,0.0031601939986177652
262,Trek MT 201 - 2018,224.991,0.002926096884012204
285,Electra Soft Serve 1 (16-inch) - Girl's - 2018,223.99200000000002,0.002913104494151596
270,Trek Precaliber 16 Boy's - 2018,199.4905,0.002594452802290032
