product_id,product_name,store_id,stock_quantity,total_sales,lead_time
42,Trek Fuel EX 5 27.5 Plus - 2017,2,16,34,0.47058823529411764
42,Trek Fuel EX 5 27.5 Plus - 2017,3,9,34,0.2647058823529412
43,Trek Fuel EX 9.8 27.5 Plus - 2017,1,2,33,0.06060606060606061
43,Trek Fuel EX 9.8 27.5 Plus - 2017,2,2,33,0.06060606060606061
43,Trek Fuel EX 9.8 27.5 Plus - 2017,3,26,33,0.7878787878787878
44,Haro SR 1.1 - 2017,1,1,22,0.045454545454545456
45,Haro SR 1.2 - 2017,1,15,52,0.28846153846153844
45,Haro SR 1.2 - 2017,2,13,52,0.25
45,Haro SR 1.2 - 2017,3,1,52,0.019230769230769232
46,Haro SR 1.3 - 2017,1,19,27,0.7037037037037037
46,Haro SR 1.3 - 2017,2,18,27,0.6666666666666666
46,Haro SR 1.3 - 2017,3,16,27,0.5925925925925926
47,Trek Remedy 9.8 - 2017,1,21,22,0.9545454545454546
47,Trek Remedy 9.8 - 2017,2,0,22,0.0
47,Trek Remedy 9.8 - 2017,3,14,22,0.6363636363636364
48,Trek Emonda S 4 - 2017,1,5,42,0.11904761904761904
48,Trek Emonda S 4 - 2017,2,20,42,0.47619047619047616
48,Trek Emonda S 4 - 2017,3,2,42,0.047619047619047616
49,Trek Domane SL 6 - 2017,1,8,37,0.21621621621621623
49,Trek Domane SL 6 - 2017,2,4,37,0.10810810810810811
49,Trek Domane SL 6 - 2017,3,4,37,0.10810810810810811
50,Trek Silque SLR 7 Women's - 2017,1,29,30,0.9666666666666667
50,Trek Silque SLR 7 Women's - 2017,2,7,30,0.23333333333333334
50,Trek Silque SLR 7 Women's - 2017,3,25,30,0.8333333333333334
51,Trek Silque SLR 8 Women's - 2017,1,2,29,0.06896551724137931
51,Trek Silque SLR 8 Women's - 2017,2,8,29,0.27586206896551724
51,Trek Silque SLR 8 Women's - 2017,3,2,29,0.06896551724137931
52,Surly Steamroller - 2017,1,18,35,0.5142857142857142
52,Surly Steamroller - 2017,2,23,35,0.6571428571428571
52,Surly Steamroller - 2017,3,8,35,0.22857142857142856
53,Surly Ogre Frameset - 2017,1,17,22,0.7727272727272727
53,Surly Ogre Frameset - 2017,2,19,22,0.8636363636363636
53,Surly Ogre Frameset - 2017,3,6,22,0.2727272727272727
54,Trek Domane SL Disc Frameset - 2017,1,11,24,0.4583333333333333
54,Trek Domane SL Disc Frameset - 2017,2,6,24,0.25
54,Trek Domane SL Disc Frameset - 2017,3,13,24,0.5416666666666666
55,Trek Domane S 6 - 2017,1,11,39,0.28205128205128205
55,Trek Domane S 6 - 2017,2,5,39,0.1282051282051282
55,Trek Domane S 6 - 2017,3,5,39,0.1282051282051282
56,Trek Domane SLR 6 Disc - 2017,1,15,43,0.3488372093023256
56,Trek Domane SLR 6 Disc - 2017,2,20,43,0.46511627906976744
56,Trek Domane SLR 6 Disc - 2017,3,19,43,0.4418604651162791
57,Trek Emonda S 5 - 2017,1,1,23,0.043478260869565216
57,Trek Emonda S 5 - 2017,3,9,23,0.391304347826087
58,Trek Madone 9.2 - 2017,1,1,39,0.02564102564102564
58,Trek Madone 9.2 - 2017,2,15,39,0.38461538461538464
58,Trek Madone 9.2 - 2017,3,27,39,0.6923076923076923
59,Trek Domane S 5 Disc - 2017,1,22,26,0.8461538461538461
59,Trek Domane S 5 Disc - 2017,2,17,26,0.6538461538461539
59,Trek Domane S 5 Disc - 2017,3,0,26,0.0
60,Sun Bicycles ElectroLite - 2017,1,19,34,0.5588235294117647
60,Sun Bicycles ElectroLite - 2017,2,1,34,0.029411764705882353
60,Sun Bicycles ElectroLite - 2017,3,7,34,0.20588235294117646
61,Trek Powerfly 8 FS Plus - 2017,1,30,41,0.7317073170731707
61,Trek Powerfly 8 FS Plus - 2017,2,20,41,0.4878048780487805
61,Trek Powerfly 8 FS Plus - 2017,3,28,41,0.6829268292682927
62,Trek Boone 7 - 2017,1,21,42,0.5
62,Trek Boone 7 - 2017,2,4,42,0.09523809523809523
62,Trek Boone 7 - 2017,3,4,42,0.09523809523809523
63,Trek Boone Race Shop Limited - 2017,1,4,29,0.13793103448275862
63,Trek Boone Race Shop Limited - 2017,2,5,29,0.1724137931034483
63,Trek Boone Race Shop Limited - 2017,3,8,29,0.27586206896551724
64,Electra Townie Original 7D - 2017,3,22,27,0.8148148148148148
65,Sun Bicycles Lil Bolt Type-R - 2017,1,10,60,0.16666666666666666
65,Sun Bicycles Lil Bolt Type-R - 2017,2,16,60,0.26666666666666666
65,Sun Bicycles Lil Bolt Type-R - 2017,3,1,60,0.016666666666666666
66,Sun Bicycles Revolutions 24 - 2017,1,12,36,0.3333333333333333
66,Sun Bicycles Revolutions 24 - 2017,2,22,36,0.6111111111111112
66,Sun Bicycles Revolutions 24 - 2017,3,3,36,0.08333333333333333
67,Sun Bicycles Revolutions 24 - Girl's - 2017,1,19,25,0.76
67,Sun Bicycles Revolutions 24 - Girl's - 2017,2,8,25,0.32
67,Sun Bicycles Revolutions 24 - Girl's - 2017,3,6,25,0.24
68,Sun Bicycles Cruz 3 - 2017,2,23,26,0.8846153846153846
68,Sun Bicycles Cruz 3 - 2017,3,18,26,0.6923076923076923
69,Sun Bicycles Cruz 7 - 2017,1,4,29,0.13793103448275862
69,Sun Bicycles Cruz 7 - 2017,2,22,29,0.7586206896551724
70,Electra Amsterdam Original 3i - 2015/2017,1,3,32,0.09375
70,Electra Amsterdam Original 3i - 2015/2017,2,6,32,0.1875
70,Electra Amsterdam Original 3i - 2015/2017,3,2,32,0.0625
71,Sun Bicycles Atlas X-Type - 2017,1,25,41,0.6097560975609756
71,Sun Bicycles Atlas X-Type - 2017,2,30,41,0.7317073170731707
71,Sun Bicycles Atlas X-Type - 2017,3,13,41,0.3170731707317073
72,Sun Bicycles Biscayne Tandem 7 - 2017,1,9,33,0.2727272727272727
72,Sun Bicycles Biscayne Tandem 7 - 2017,2,1,33,0.030303030303030304
72,Sun Bicycles Biscayne Tandem 7 - 2017,3,6,33,0.18181818181818182
73,Sun Bicycles Brickell Tandem 7 - 2017,1,7,29,0.2413793103448276
73,Sun Bicycles Brickell Tandem 7 - 2017,2,20,29,0.6896551724137931
73,Sun Bicycles Brickell Tandem 7 - 2017,3,3,29,0.10344827586206896
74,Electra Cruiser Lux 1 - 2017,1,9,26,0.34615384615384615
74,Electra Cruiser Lux 1 - 2017,2,23,26,0.8846153846153846
74,Electra Cruiser Lux 1 - 2017,3,17,26,0.6538461538461539
75,Electra Cruiser Lux Fat Tire 1 Ladies - 2017,1,23,27,0.8518518518518519
75,Electra Cruiser Lux Fat Tire 1 Ladies - 2017,2,11,27,0.4074074074074074
76,"Electra Girl's Hawaii 1 16"" - 2017",1,15,27,0.5555555555555556
76,"Electra Girl's Hawaii 1 16"" - 2017",2,20,27,0.7407407407407407
76,"Electra Girl's Hawaii 1 16"" - 2017",3,23,27,0.8518518518518519
77,Electra Glam Punk 3i Ladies' - 2017,1,16,38,0.42105263157894735
77,Electra Glam Punk 3i Ladies' - 2017,2,25,38,0.6578947368421053
77,Electra Glam Punk 3i Ladies' - 2017,3,23,38,0.6052631578947368
78,Sun Bicycles Biscayne Tandem CB - 2017,1,13,39,0.3333333333333333
78,Sun Bicycles Biscayne Tandem CB - 2017,2,4,39,0.10256410256410256
78,Sun Bicycles Biscayne Tandem CB - 2017,3,19,39,0.48717948717948717
79,Sun Bicycles Boardwalk (24-inch Wheels) - 2017,1,13,21,0.6190476190476191
80,Sun Bicycles Brickell Tandem CB - 2017,1,11,19,0.5789473684210527
81,Electra Amsterdam Fashion 7i Ladies' - 2017,1,25,40,0.625
81,Electra Amsterdam Fashion 7i Ladies' - 2017,2,19,40,0.475
81,Electra Amsterdam Fashion 7i Ladies' - 2017,3,18,40,0.45
82,Electra Amsterdam Original 3i Ladies' - 2017,1,1,31,0.03225806451612903
82,Electra Amsterdam Original 3i Ladies' - 2017,2,4,31,0.12903225806451613
82,Electra Amsterdam Original 3i Ladies' - 2017,3,7,31,0.22580645161290322
83,Trek Boy's Kickster - 2015/2017,1,13,24,0.5416666666666666
83,Trek Boy's Kickster - 2015/2017,2,21,24,0.875
83,Trek Boy's Kickster - 2015/2017,3,23,24,0.9583333333333334
84,Sun Bicycles Lil Kitt'n - 2017,1,11,24,0.4583333333333333
84,Sun Bicycles Lil Kitt'n - 2017,2,22,24,0.9166666666666666
84,Sun Bicycles Lil Kitt'n - 2017,3,15,24,0.625
85,Haro Downtown 16 - 2017,1,23,30,0.7666666666666667
85,Haro Downtown 16 - 2017,2,6,30,0.2
85,Haro Downtown 16 - 2017,3,15,30,0.5
86,Trek Girl's Kickster - 2017,1,19,24,0.7916666666666666
87,Trek Precaliber 12 Boys - 2017,1,27,30,0.9
87,Trek Precaliber 12 Boys - 2017,2,14,30,0.4666666666666667
87,Trek Precaliber 12 Boys - 2017,3,16,30,0.5333333333333333
88,Trek Precaliber 12 Girls - 2017,1,7,31,0.22580645161290322
88,Trek Precaliber 12 Girls - 2017,2,8,31,0.25806451612903225
88,Trek Precaliber 12 Girls - 2017,3,28,31,0.9032258064516129
89,Trek Precaliber 16 Boys - 2017,1,9,27,0.3333333333333333
89,Trek Precaliber 16 Boys - 2017,2,8,27,0.2962962962962963
89,Trek Precaliber 16 Boys - 2017,3,22,27,0.8148148148148148
90,Trek Precaliber 16 Girls - 2017,1,4,25,0.16
90,Trek Precaliber 16 Girls - 2017,3,9,25,0.36
91,Trek Precaliber 24 (21-Speed) - Girls - 2017,1,8,39,0.20512820512820512
91,Trek Precaliber 24 (21-Speed) - Girls - 2017,2,0,39,0.0
91,Trek Precaliber 24 (21-Speed) - Girls - 2017,3,8,39,0.20512820512820512
92,Haro Shredder 20 - 2017,1,0,39,0.0
92,Haro Shredder 20 - 2017,2,22,39,0.5641025641025641
92,Haro Shredder 20 - 2017,3,28,39,0.717948717948718
93,Haro Shredder 20 Girls - 2017,1,22,39,0.5641025641025641
93,Haro Shredder 20 Girls - 2017,2,22,39,0.5641025641025641
93,Haro Shredder 20 Girls - 2017,3,18,39,0.46153846153846156
94,Haro Shredder Pro 20 - 2017,1,6,28,0.21428571428571427
94,Haro Shredder Pro 20 - 2017,2,2,28,0.07142857142857142
94,Haro Shredder Pro 20 - 2017,3,15,28,0.5357142857142857
95,"Electra Girl's Hawaii 1 16"" - 2017",1,25,47,0.5319148936170213
95,"Electra Girl's Hawaii 1 16"" - 2017",2,10,47,0.2127659574468085
95,"Electra Girl's Hawaii 1 16"" - 2017",3,14,47,0.2978723404255319
96,Electra Moto 3i (20-inch) - Boy's - 2017,1,20,31,0.6451612903225806
96,Electra Moto 3i (20-inch) - Boy's - 2017,2,22,31,0.7096774193548387
96,Electra Moto 3i (20-inch) - Boy's - 2017,3,1,31,0.03225806451612903
97,Electra Savannah 3i (20-inch) - Girl's - 2017,1,20,33,0.6060606060606061
97,Electra Savannah 3i (20-inch) - Girl's - 2017,2,15,33,0.45454545454545453
97,Electra Savannah 3i (20-inch) - Girl's - 2017,3,28,33,0.8484848484848485
98,Electra Straight 8 3i (20-inch) - Boy's - 2017,2,14,20,0.7
98,Electra Straight 8 3i (20-inch) - Boy's - 2017,3,5,20,0.25
99,Electra Sugar Skulls 1 (20-inch) - Girl's - 2017,1,28,34,0.8235294117647058
99,Electra Sugar Skulls 1 (20-inch) - Girl's - 2017,2,24,34,0.7058823529411765
99,Electra Sugar Skulls 1 (20-inch) - Girl's - 2017,3,19,34,0.5588235294117647
100,Electra Townie 3i EQ (20-inch) - Boys' - 2017,1,15,39,0.38461538461538464
100,Electra Townie 3i EQ (20-inch) - Boys' - 2017,2,12,39,0.3076923076923077
100,Electra Townie 3i EQ (20-inch) - Boys' - 2017,3,28,39,0.717948717948718
101,Electra Townie 7D (20-inch) - Boys' - 2017,1,17,40,0.425
101,Electra Townie 7D (20-inch) - Boys' - 2017,2,4,40,0.1
101,Electra Townie 7D (20-inch) - Boys' - 2017,3,17,40,0.425
102,Electra Townie Original 7D - 2017,1,9,39,0.23076923076923078
102,Electra Townie Original 7D - 2017,2,12,39,0.3076923076923077
102,Electra Townie Original 7D - 2017,3,22,39,0.5641025641025641
103,Sun Bicycles Streamway 3 - 2017,1,13,39,0.3333333333333333
103,Sun Bicycles Streamway 3 - 2017,2,1,39,0.02564102564102564
103,Sun Bicycles Streamway 3 - 2017,3,10,39,0.2564102564102564
104,Sun Bicycles Streamway - 2017,1,25,30,0.8333333333333334
104,Sun Bicycles Streamway - 2017,2,26,30,0.8666666666666667
104,Sun Bicycles Streamway - 2017,3,22,30,0.7333333333333333
105,Sun Bicycles Streamway 7 - 2017,1,7,37,0.1891891891891892
105,Sun Bicycles Streamway 7 - 2017,2,3,37,0.08108108108108109
105,Sun Bicycles Streamway 7 - 2017,3,1,37,0.02702702702702703
106,Sun Bicycles Cruz 3 - 2017,1,30,42,0.7142857142857143
106,Sun Bicycles Cruz 3 - 2017,2,7,42,0.16666666666666666
106,Sun Bicycles Cruz 3 - 2017,3,1,42,0.023809523809523808
107,Sun Bicycles Cruz 7 - 2017,1,20,25,0.8
107,Sun Bicycles Cruz 7 - 2017,3,11,25,0.44
108,Sun Bicycles Cruz 3 - Women's - 2017,1,15,32,0.46875
108,Sun Bicycles Cruz 3 - Women's - 2017,2,29,32,0.90625
108,Sun Bicycles Cruz 3 - Women's - 2017,3,23,32,0.71875
109,Sun Bicycles Cruz 7 - Women's - 2017,1,30,35,0.8571428571428571
109,Sun Bicycles Cruz 7 - Women's - 2017,2,25,35,0.7142857142857143
109,Sun Bicycles Cruz 7 - Women's - 2017,3,24,35,0.6857142857142857
110,Sun Bicycles Drifter 7 - 2017,1,1,25,0.04
110,Sun Bicycles Drifter 7 - 2017,2,7,25,0.28
110,Sun Bicycles Drifter 7 - 2017,3,11,25,0.44
111,Sun Bicycles Drifter 7 - Women's - 2017,1,11,24,0.4583333333333333
111,Sun Bicycles Drifter 7 - Women's - 2017,2,6,24,0.25
112,Trek 820 - 2018,2,1,4,0.25
113,Trek Marlin 5 - 2018,2,7,8,0.875
124,Surly Krampus - 2018,2,4,9,0.4444444444444444
126,Surly Big Fat Dummy Frameset - 2018,3,5,7,0.7142857142857143
127,Surly Pack Rat Frameset - 2018,3,4,5,0.8
132,Trek Procal AL Frameset - 2018,1,1,3,0.3333333333333333
137,Heller Shagamaw GX1 - 2018,2,1,5,0.2
141,Trek Stache 5 - 2018,3,4,7,0.5714285714285714
145,Trek Domane ALR 5 Disc - 2018,1,5,7,0.7142857142857143
147,Trek Domane ALR 5 Gravel - 2018,3,3,7,0.42857142857142855
149,Trek Domane SLR 8 Disc - 2018,1,1,4,0.25
149,Trek Domane SLR 8 Disc - 2018,3,1,4,0.25
151,Trek Domane ALR 4 Disc Women's - 2018,2,2,7,0.2857142857142857
151,Trek Domane ALR 4 Disc Women's - 2018,3,1,7,0.14285714285714285
152,Trek Domane SL 5 Disc Women's - 2018,3,1,3,0.3333333333333333
158,Trek CrossRip 1 - 2018,2,0,5,0.0
159,Trek Emonda ALR 6 - 2018,3,6,7,0.8571428571428571
160,Trek Emonda SLR 6 - 2018,1,0,5,0.0
160,Trek Emonda SLR 6 - 2018,2,4,5,0.8
163,Surly Pack Rat - 2018,1,0,8,0.0
168,Surly Straggler - 2018,1,0,4,0.0
169,Trek Emonda SLR 8 - 2018,2,1,4,0.25
169,Trek Emonda SLR 8 - 2018,3,3,4,0.75
171,Trek Domane SL 6 - 2018,1,3,8,0.375
172,Trek Domane ALR Disc Frameset - 2018,1,3,7,0.42857142857142855
173,Trek Domane ALR Frameset - 2018,1,2,5,0.4
175,Trek Domane SLR Frameset - 2018,1,2,3,0.6666666666666666
175,Trek Domane SLR Frameset - 2018,2,0,3,0.0
178,Trek Domane AL 2 - 2018,2,1,4,0.25
180,Trek Domane AL 3 Women's - 2018,1,5,8,0.625
180,Trek Domane AL 3 Women's - 2018,2,3,8,0.375
180,Trek Domane AL 3 Women's - 2018,3,6,8,0.75
184,Trek Domane SL 6 Disc - 2018,1,4,6,0.6666666666666666
184,Trek Domane SL 6 Disc - 2018,2,0,6,0.0
185,Trek Conduit+ - 2018,1,3,7,0.42857142857142855
185,Trek Conduit+ - 2018,2,4,7,0.5714285714285714
186,Trek CrossRip+ - 2018,1,1,4,0.25
187,Trek Neko+ - 2018,3,2,3,0.6666666666666666
192,Electra Townie Go! 8i - 2017/2018,2,0,1,0.0
198,Electra Townie Commute Go! - 2018,1,1,6,0.16666666666666666
198,Electra Townie Commute Go! - 2018,2,0,6,0.0
202,Trek Powerfly 5 Women's - 2018,2,1,5,0.2
203,Trek Powerfly 7 FS - 2018,1,4,8,0.5
203,Trek Powerfly 7 FS - 2018,2,7,8,0.875
203,Trek Powerfly 7 FS - 2018,3,6,8,0.75
205,Trek Super Commuter+ 8S - 2018,3,3,8,0.375
209,Trek Crockett 7 Disc - 2018,3,1,5,0.2
214,Electra Tiger Shark 3i - 2018,1,4,5,0.8
215,Electra Queen of Hearts 3i - 2018,1,1,6,0.16666666666666666
216,Electra Super Moto 8i - 2018,3,5,8,0.625
220,Electra Cruiser 1 Ladies' - 2018,1,4,6,0.6666666666666666
220,Electra Cruiser 1 Ladies' - 2018,3,0,6,0.0
223,Electra Cruiser Lux 3i - 2018,1,3,7,0.42857142857142855
226,Electra Townie Original 21D EQ - 2017/2018,2,5,7,0.7142857142857143
230,Electra Cruiser Lux 1 Ladies' - 2018,1,7,10,0.7
235,Electra Koa 3i Ladies' - 2018,1,7,11,0.6363636363636364
235,Electra Koa 3i Ladies' - 2018,2,4,11,0.36363636363636365
235,Electra Koa 3i Ladies' - 2018,3,1,11,0.09090909090909091
242,Electra Townie Commute 8D Ladies' - 2018,2,2,9,0.2222222222222222
242,Electra Townie Commute 8D Ladies' - 2018,3,5,9,0.5555555555555556
244,Electra Townie Original 21D Ladies' - 2018,2,1,3,0.3333333333333333
246,Electra Townie Original 3i EQ Ladies' - 2018,1,0,3,0.0
251,Electra Townie Commute Go! - 2018,1,2,6,0.3333333333333333
251,Electra Townie Commute Go! - 2018,2,0,6,0.0
254,Electra Townie Balloon 3i EQ - 2017/2018,3,4,5,0.8
259,Electra Amsterdam Royal 8i Ladies - 2018,3,0,3,0.0
260,Electra Townie Balloon 3i EQ Ladies' - 2018,3,5,6,0.8333333333333334
263,Strider Classic 12 Balance Bike - 2018,2,4,11,0.36363636363636365
265,Strider Strider 20 Sport - 2018,2,4,9,0.4444444444444444
268,Trek Kickster - 2018,2,3,8,0.375
269,Trek Precaliber 12 Boy's - 2018,2,4,6,0.6666666666666666
271,Trek Precaliber 16 Girl's - 2018,1,6,8,0.75
272,Trek Precaliber 20 6-speed Boy's - 2018,2,1,2,0.5
275,Trek Precaliber 20 Girl's - 2018,2,3,5,0.6
281,Electra Cruiser 7D (24-Inch) Ladies' - 2016/2018,3,2,3,0.6666666666666666
282,Electra Cyclosaurus 1 (16-inch) - Boy's - 2018,1,6,8,0.75
283,Electra Heartchya 1 (20-inch) - Girl's - 2018,3,1,7,0.14285714285714285
286,"Electra Starship 1 16"" - 2018",2,3,5,0.6
295,"Electra Treasure 1 20"" - 2018",3,9,10,0.9
297,"Electra Under-The-Sea 1 16"" - 2018",2,7,8,0.875
299,Electra Townie Original 21D - 2018,2,0,1,0.0
300,Electra Townie Balloon 3i EQ Ladies' - 2018,1,7,8,0.875
