product_id,product_name,quantity_sold,list_price,discount,total_revenue_before_discount,total_revenue_after_discount,revenue_difference
10,Surly Straggler - 2016,2,1549.0,0.07,3098.0,2881.14,216.86000000000013
14,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,269.99,0.05,269.99,256.4905,13.499500000000012
17,Pure Cycles Vine 8-Speed - 2016,1,429.0,0.1,429.0,386.1,42.89999999999998
10,Surly Straggler - 2016,1,1549.0,0.07,1549.0,1440.57,108.43000000000006
15,Electra Moto 1 - 2016,2,529.99,0.2,1059.98,847.984,211.99599999999998
22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,269.99,0.05,269.99,256.4905,13.499500000000012
4,Trek Fuel EX 8 29 - 2016,2,2899.99,0.05,5799.98,5509.981,289.9989999999998
23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,2,299.99,0.1,599.98,539.9820000000001,59.997999999999934
13,Electra Cruiser 1 (24-Inch) - 2016,1,269.99,0.2,269.99,215.99200000000002,53.99799999999999
3,Surly Wednesday Frameset - 2016,2,999.99,0.1,1999.98,1799.982,199.99800000000005
18,Pure Cycles Western 3-Speed - Women's - 2015/2016,2,449.0,0.07,898.0,835.14,62.860000000000014
23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,2,299.99,0.2,599.98,479.98400000000004,119.99599999999998
10,Surly Straggler - 2016,2,1549.0,0.2,3098.0,2478.4,619.5999999999999
22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,269.99,0.2,269.99,215.99200000000002,53.99799999999999
14,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,269.99,0.2,269.99,215.99200000000002,53.99799999999999
21,Electra Cruiser 1 (24-Inch) - 2016,1,269.99,0.1,269.99,242.991,26.998999999999995
7,Trek Slash 8 27.5 - 2016,1,3999.99,0.05,3999.99,3799.9904999999994,199.99950000000035
2,Ritchey Timberwolf Frameset - 2016,1,749.99,0.2,749.99,599.9920000000001,149.99799999999993
12,Electra Townie Original 21D - 2016,1,549.99,0.2,549.99,439.992,109.99799999999999
21,Electra Cruiser 1 (24-Inch) - 2016,2,269.99,0.07,539.98,502.1814,37.79860000000002
5,Heller Shagamaw Frame - 2016,1,1320.99,0.2,1320.99,1056.7920000000001,264.19799999999987
19,Pure Cycles William 3-Speed - 2016,1,449.0,0.2,449.0,359.20000000000005,89.79999999999995
26,Electra Townie Original 7D EQ - 2016,2,599.99,0.07,1199.98,1115.9814,83.99860000000012
8,Trek Remedy 29 Carbon Frameset - 2016,1,1799.99,0.07,1799.99,1673.9906999999998,125.99930000000018
5,Heller Shagamaw Frame - 2016,1,1320.99,0.05,1320.99,1254.9405,66.04950000000008
7,Trek Slash 8 27.5 - 2016,2,3999.99,0.2,7999.98,6399.984,1599.9959999999992
14,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2,269.99,0.1,539.98,485.982,53.99799999999999
6,Surly Ice Cream Truck Frameset - 2016,1,469.99,0.05,469.99,446.4905,23.499500000000012
24,Electra Townie Original 21D - 2016,2,549.99,0.05,1099.98,1044.981,54.999000000000024
6,Surly Ice Cream Truck Frameset - 2016,1,469.99,0.2,469.99,375.992,93.99799999999999
21,Electra Cruiser 1 (24-Inch) - 2016,2,269.99,0.1,539.98,485.982,53.99799999999999
8,Trek Remedy 29 Carbon Frameset - 2016,1,1799.99,0.2,1799.99,1439.9920000000002,359.9979999999998
14,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2,269.99,0.05,539.98,512.981,26.999000000000024
26,Electra Townie Original 7D EQ - 2016,1,599.99,0.05,599.99,569.9905,29.999500000000012
17,Pure Cycles Vine 8-Speed - 2016,1,429.0,0.07,429.0,398.96999999999997,30.03000000000003
19,Pure Cycles William 3-Speed - 2016,1,449.0,0.1,449.0,404.1,44.89999999999998
4,Trek Fuel EX 8 29 - 2016,1,2899.99,0.1,2899.99,2609.991,289.9989999999998
7,Trek Slash 8 27.5 - 2016,2,3999.99,0.1,7999.98,7199.982,799.9979999999996
11,Surly Straggler 650b - 2016,2,1680.99,0.05,3361.98,3193.881,168.09900000000016
9,Trek Conduit+ - 2016,2,2999.99,0.2,5999.98,4799.9839999999995,1199.996
8,Trek Remedy 29 Carbon Frameset - 2016,2,1799.99,0.07,3599.98,3347.9813999999997,251.99860000000035
12,Electra Townie Original 21D - 2016,2,549.99,0.07,1099.98,1022.9813999999999,76.99860000000012
25,Electra Townie Original 7D - 2015/2016,2,499.99,0.1,999.98,899.9820000000001,99.99799999999993
23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,2,299.99,0.07,599.98,557.9814,41.99860000000001
7,Trek Slash 8 27.5 - 2016,1,3999.99,0.1,3999.99,3599.991,399.9989999999998
8,Trek Remedy 29 Carbon Frameset - 2016,2,1799.99,0.07,3599.98,3347.9813999999997,251.99860000000035
10,Surly Straggler - 2016,2,1549.0,0.1,3098.0,2788.2000000000003,309.7999999999997
17,Pure Cycles Vine 8-Speed - 2016,2,429.0,0.2,858.0,686.4000000000001,171.5999999999999
18,Pure Cycles Western 3-Speed - Women's - 2015/2016,1,449.0,0.05,449.0,426.54999999999995,22.450000000000045
20,Electra Townie Original 7D EQ - Women's - 2016,2,599.99,0.05,1199.98,1139.981,59.999000000000024
5,Heller Shagamaw Frame - 2016,1,1320.99,0.2,1320.99,1056.7920000000001,264.19799999999987
21,Electra Cruiser 1 (24-Inch) - 2016,2,269.99,0.07,539.98,502.1814,37.79860000000002
22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,269.99,0.07,269.99,251.0907,18.89930000000001
9,Trek Conduit+ - 2016,1,2999.99,0.07,2999.99,2789.9907,209.99929999999995
5,Heller Shagamaw Frame - 2016,1,1320.99,0.05,1320.99,1254.9405,66.04950000000008
3,Surly Wednesday Frameset - 2016,2,999.99,0.2,1999.98,1599.9840000000002,399.99599999999987
16,Electra Townie Original 7D EQ - 2016,2,599.99,0.05,1199.98,1139.981,59.999000000000024
7,Trek Slash 8 27.5 - 2016,2,3999.99,0.05,7999.98,7599.980999999999,399.9990000000007
23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,299.99,0.07,299.99,278.9907,20.999300000000005
25,Electra Townie Original 7D - 2015/2016,1,499.99,0.2,499.99,399.992,99.99799999999999
10,Surly Straggler - 2016,2,1549.0,0.1,3098.0,2788.2000000000003,309.7999999999997
24,Electra Townie Original 21D - 2016,1,549.99,0.07,549.99,511.49069999999995,38.49930000000006
22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2,269.99,0.2,539.98,431.98400000000004,107.99599999999998
16,Electra Townie Original 7D EQ - 2016,2,599.99,0.2,1199.98,959.984,239.99599999999998
3,Surly Wednesday Frameset - 2016,2,999.99,0.05,1999.98,1899.981,99.99900000000002
15,Electra Moto 1 - 2016,1,529.99,0.1,529.99,476.99100000000004,52.99899999999997
17,Pure Cycles Vine 8-Speed - 2016,1,429.0,0.2,429.0,343.20000000000005,85.79999999999995
8,Trek Remedy 29 Carbon Frameset - 2016,2,1799.99,0.2,3599.98,2879.9840000000004,719.9959999999996
5,Heller Shagamaw Frame - 2016,1,1320.99,0.1,1320.99,1188.891,132.09899999999993
19,Pure Cycles William 3-Speed - 2016,2,449.0,0.2,898.0,718.4000000000001,179.5999999999999
26,Electra Townie Original 7D EQ - 2016,2,599.99,0.2,1199.98,959.984,239.99599999999998
19,Pure Cycles William 3-Speed - 2016,1,449.0,0.05,449.0,426.54999999999995,22.450000000000045
13,Electra Cruiser 1 (24-Inch) - 2016,2,269.99,0.1,539.98,485.982,53.99799999999999
12,Electra Townie Original 21D - 2016,2,549.99,0.05,1099.98,1044.981,54.999000000000024
7,Trek Slash 8 27.5 - 2016,1,3999.99,0.1,3999.99,3599.991,399.9989999999998
16,Electra Townie Original 7D EQ - 2016,1,599.99,0.05,599.99,569.9905,29.999500000000012
4,Trek Fuel EX 8 29 - 2016,2,2899.99,0.2,5799.98,4639.9839999999995,1159.996
22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,269.99,0.07,269.99,251.0907,18.89930000000001
21,Electra Cruiser 1 (24-Inch) - 2016,2,269.99,0.05,539.98,512.981,26.999000000000024
17,Pure Cycles Vine 8-Speed - 2016,1,429.0,0.1,429.0,386.1,42.89999999999998
6,Surly Ice Cream Truck Frameset - 2016,1,469.99,0.05,469.99,446.4905,23.499500000000012
15,Electra Moto 1 - 2016,1,529.99,0.1,529.99,476.99100000000004,52.99899999999997
25,Electra Townie Original 7D - 2015/2016,2,499.99,0.07,999.98,929.9814,69.99860000000001
13,Electra Cruiser 1 (24-Inch) - 2016,1,269.99,0.2,269.99,215.99200000000002,53.99799999999999
11,Surly Straggler 650b - 2016,1,1680.99,0.1,1680.99,1512.891,168.09899999999993
4,Trek Fuel EX 8 29 - 2016,1,2899.99,0.2,2899.99,2319.9919999999997,579.998
5,Heller Shagamaw Frame - 2016,2,1320.99,0.1,2641.98,2377.782,264.19799999999987
14,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2,269.99,0.07,539.98,502.1814,37.79860000000002
13,Electra Cruiser 1 (24-Inch) - 2016,2,269.99,0.07,539.98,502.1814,37.79860000000002
3,Surly Wednesday Frameset - 2016,1,999.99,0.05,999.99,949.9905,49.99950000000001
26,Electra Townie Original 7D EQ - 2016,2,599.99,0.07,1199.98,1115.9814,83.99860000000012
13,Electra Cruiser 1 (24-Inch) - 2016,2,269.99,0.2,539.98,431.98400000000004,107.99599999999998
13,Electra Cruiser 1 (24-Inch) - 2016,1,269.99,0.05,269.99,256.4905,13.499500000000012
20,Electra Townie Original 7D EQ - Women's - 2016,1,599.99,0.05,599.99,569.9905,29.999500000000012
26,Electra Townie Original 7D EQ - 2016,2,599.99,0.2,1199.98,959.984,239.99599999999998
25,Electra Townie Original 7D - 2015/2016,1,499.99,0.07,499.99,464.9907,34.999300000000005
8,Trek Remedy 29 Carbon Frameset - 2016,2,1799.99,0.2,3599.98,2879.9840000000004,719.9959999999996
23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,2,299.99,0.05,599.98,569.981,29.999000000000024
14,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2,269.99,0.2,539.98,431.98400000000004,107.99599999999998
25,Electra Townie Original 7D - 2015/2016,2,499.99,0.1,999.98,899.9820000000001,99.99799999999993
26,Electra Townie Original 7D EQ - 2016,2,599.99,0.2,1199.98,959.984,239.99599999999998
3,Surly Wednesday Frameset - 2016,1,999.99,0.2,999.99,799.9920000000001,199.99799999999993
21,Electra Cruiser 1 (24-Inch) - 2016,1,269.99,0.05,269.99,256.4905,13.499500000000012
25,Electra Townie Original 7D - 2015/2016,2,499.99,0.2,999.98,799.984,199.99599999999998
15,Electra Moto 1 - 2016,2,529.99,0.2,1059.98,847.984,211.99599999999998
20,Electra Townie Original 7D EQ - Women's - 2016,2,599.99,0.07,1199.98,1115.9814,83.99860000000012
23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,2,299.99,0.1,599.98,539.9820000000001,59.997999999999934
19,Pure Cycles William 3-Speed - 2016,2,449.0,0.2,898.0,718.4000000000001,179.5999999999999
13,Electra Cruiser 1 (24-Inch) - 2016,1,269.99,0.07,269.99,251.0907,18.89930000000001
14,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2,269.99,0.05,539.98,512.981,26.999000000000024
18,Pure Cycles Western 3-Speed - Women's - 2015/2016,1,449.0,0.07,449.0,417.57,31.430000000000007
23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,299.99,0.1,299.99,269.99100000000004,29.998999999999967
21,Electra Cruiser 1 (24-Inch) - 2016,1,269.99,0.05,269.99,256.4905,13.499500000000012
2,Ritchey Timberwolf Frameset - 2016,1,749.99,0.1,749.99,674.991,74.99900000000002
17,Pure Cycles Vine 8-Speed - 2016,2,429.0,0.1,858.0,772.2,85.79999999999995
14,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2,269.99,0.05,539.98,512.981,26.999000000000024
4,Trek Fuel EX 8 29 - 2016,1,2899.99,0.1,2899.99,2609.991,289.9989999999998
15,Electra Moto 1 - 2016,1,529.99,0.07,529.99,492.8907,37.09930000000003
22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,269.99,0.2,269.99,215.99200000000002,53.99799999999999
25,Electra Townie Original 7D - 2015/2016,1,499.99,0.1,499.99,449.99100000000004,49.99899999999997
15,Electra Moto 1 - 2016,2,529.99,0.05,1059.98,1006.981,52.999000000000024
5,Heller Shagamaw Frame - 2016,2,1320.99,0.2,2641.98,2113.5840000000003,528.3959999999997
14,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,269.99,0.07,269.99,251.0907,18.89930000000001
8,Trek Remedy 29 Carbon Frameset - 2016,2,1799.99,0.1,3599.98,3239.982,359.99800000000005
22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2,269.99,0.1,539.98,485.982,53.99799999999999
25,Electra Townie Original 7D - 2015/2016,2,499.99,0.1,999.98,899.9820000000001,99.99799999999993
19,Pure Cycles William 3-Speed - 2016,2,449.0,0.05,898.0,853.0999999999999,44.90000000000009
3,Surly Wednesday Frameset - 2016,1,999.99,0.1,999.99,899.991,99.99900000000002
25,Electra Townie Original 7D - 2015/2016,2,499.99,0.1,999.98,899.9820000000001,99.99799999999993
22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2,269.99,0.2,539.98,431.98400000000004,107.99599999999998
23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,2,299.99,0.2,599.98,479.98400000000004,119.99599999999998
24,Electra Townie Original 21D - 2016,2,549.99,0.1,1099.98,989.9820000000001,109.99799999999993
12,Electra Townie Original 21D - 2016,1,549.99,0.1,549.99,494.99100000000004,54.99899999999997
2,Ritchey Timberwolf Frameset - 2016,1,749.99,0.2,749.99,599.9920000000001,149.99799999999993
23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,299.99,0.07,299.99,278.9907,20.999300000000005
12,Electra Townie Original 21D - 2016,1,549.99,0.07,549.99,511.49069999999995,38.49930000000006
23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,2,299.99,0.2,599.98,479.98400000000004,119.99599999999998
12,Electra Townie Original 21D - 2016,2,549.99,0.1,1099.98,989.9820000000001,109.99799999999993
21,Electra Cruiser 1 (24-Inch) - 2016,1,269.99,0.2,269.99,215.99200000000002,53.99799999999999
5,Heller Shagamaw Frame - 2016,2,1320.99,0.1,2641.98,2377.782,264.19799999999987
19,Pure Cycles William 3-Speed - 2016,1,449.0,0.2,449.0,359.20000000000005,89.79999999999995
13,Electra Cruiser 1 (24-Inch) - 2016,2,269.99,0.07,539.98,502.1814,37.79860000000002
17,Pure Cycles Vine 8-Speed - 2016,1,429.0,0.1,429.0,386.1,42.89999999999998
22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2,269.99,0.1,539.98,485.982,53.99799999999999
5,Heller Shagamaw Frame - 2016,1,1320.99,0.2,1320.99,1056.7920000000001,264.19799999999987
10,Surly Straggler - 2016,1,1549.0,0.05,1549.0,1471.55,77.45000000000005
3,Surly Wednesday Frameset - 2016,2,999.99,0.05,1999.98,1899.981,99.99900000000002
18,Pure Cycles Western 3-Speed - Women's - 2015/2016,1,449.0,0.2,449.0,359.20000000000005,89.79999999999995
20,Electra Townie Original 7D EQ - Women's - 2016,1,599.99,0.05,599.99,569.9905,29.999500000000012
26,Electra Townie Original 7D EQ - 2016,2,599.99,0.05,1199.98,1139.981,59.999000000000024
24,Electra Townie Original 21D - 2016,1,549.99,0.2,549.99,439.992,109.99799999999999
18,Pure Cycles Western 3-Speed - Women's - 2015/2016,1,449.0,0.1,449.0,404.1,44.89999999999998
17,Pure Cycles Vine 8-Speed - 2016,2,429.0,0.07,858.0,797.9399999999999,60.06000000000006
12,Electra Townie Original 21D - 2016,1,549.99,0.05,549.99,522.4905,27.499500000000012
13,Electra Cruiser 1 (24-Inch) - 2016,2,269.99,0.1,539.98,485.982,53.99799999999999
22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,269.99,0.07,269.99,251.0907,18.89930000000001
26,Electra Townie Original 7D EQ - 2016,2,599.99,0.05,1199.98,1139.981,59.999000000000024
3,Surly Wednesday Frameset - 2016,2,999.99,0.07,1999.98,1859.9814,139.99860000000012
25,Electra Townie Original 7D - 2015/2016,1,499.99,0.07,499.99,464.9907,34.999300000000005
23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,2,299.99,0.2,599.98,479.98400000000004,119.99599999999998
16,Electra Townie Original 7D EQ - 2016,2,599.99,0.05,1199.98,1139.981,59.999000000000024
6,Surly Ice Cream Truck Frameset - 2016,1,469.99,0.07,469.99,437.09069999999997,32.89930000000004
3,Surly Wednesday Frameset - 2016,1,999.99,0.1,999.99,899.991,99.99900000000002
7,Trek Slash 8 27.5 - 2016,2,3999.99,0.07,7999.98,7439.981399999999,559.9986000000008
15,Electra Moto 1 - 2016,1,529.99,0.2,529.99,423.992,105.99799999999999
12,Electra Townie Original 21D - 2016,1,549.99,0.05,549.99,522.4905,27.499500000000012
11,Surly Straggler 650b - 2016,2,1680.99,0.1,3361.98,3025.782,336.19799999999987
5,Heller Shagamaw Frame - 2016,1,1320.99,0.07,1320.99,1228.5207,92.46929999999998
20,Electra Townie Original 7D EQ - Women's - 2016,1,599.99,0.07,599.99,557.9907,41.99930000000006
24,Electra Townie Original 21D - 2016,2,549.99,0.1,1099.98,989.9820000000001,109.99799999999993
26,Electra Townie Original 7D EQ - 2016,1,599.99,0.2,599.99,479.992,119.99799999999999
25,Electra Townie Original 7D - 2015/2016,1,499.99,0.2,499.99,399.992,99.99799999999999
17,Pure Cycles Vine 8-Speed - 2016,1,429.0,0.07,429.0,398.96999999999997,30.03000000000003
19,Pure Cycles William 3-Speed - 2016,1,449.0,0.2,449.0,359.20000000000005,89.79999999999995
18,Pure Cycles Western 3-Speed - Women's - 2015/2016,2,449.0,0.1,898.0,808.2,89.79999999999995
14,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2,269.99,0.1,539.98,485.982,53.99799999999999
9,Trek Conduit+ - 2016,2,2999.99,0.1,5999.98,5399.982,599.9979999999996
17,Pure Cycles Vine 8-Speed - 2016,2,429.0,0.05,858.0,815.0999999999999,42.90000000000009
6,Surly Ice Cream Truck Frameset - 2016,1,469.99,0.1,469.99,422.99100000000004,46.99899999999997
25,Electra Townie Original 7D - 2015/2016,2,499.99,0.07,999.98,929.9814,69.99860000000001
26,Electra Townie Original 7D EQ - 2016,1,599.99,0.1,599.99,539.991,59.999000000000024
24,Electra Townie Original 21D - 2016,1,549.99,0.1,549.99,494.99100000000004,54.99899999999997
17,Pure Cycles Vine 8-Speed - 2016,1,429.0,0.2,429.0,343.20000000000005,85.79999999999995
10,Surly Straggler - 2016,2,1549.0,0.2,3098.0,2478.4,619.5999999999999
23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,2,299.99,0.05,599.98,569.981,29.999000000000024
25,Electra Townie Original 7D - 2015/2016,2,499.99,0.05,999.98,949.981,49.999000000000024
25,Electra Townie Original 7D - 2015/2016,2,499.99,0.1,999.98,899.9820000000001,99.99799999999993
11,Surly Straggler 650b - 2016,2,1680.99,0.2,3361.98,2689.5840000000003,672.3959999999997
20,Electra Townie Original 7D EQ - Women's - 2016,1,599.99,0.2,599.99,479.992,119.99799999999999
3,Surly Wednesday Frameset - 2016,2,999.99,0.05,1999.98,1899.981,99.99900000000002
23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,2,299.99,0.07,599.98,557.9814,41.99860000000001
15,Electra Moto 1 - 2016,2,529.99,0.07,1059.98,985.7814,74.19860000000006
4,Trek Fuel EX 8 29 - 2016,2,2899.99,0.05,5799.98,5509.981,289.9989999999998
18,Pure Cycles Western 3-Speed - Women's - 2015/2016,1,449.0,0.07,449.0,417.57,31.430000000000007
9,Trek Conduit+ - 2016,2,2999.99,0.1,5999.98,5399.982,599.9979999999996
23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,2,299.99,0.07,599.98,557.9814,41.99860000000001
21,Electra Cruiser 1 (24-Inch) - 2016,2,269.99,0.2,539.98,431.98400000000004,107.99599999999998
15,Electra Moto 1 - 2016,1,529.99,0.1,529.99,476.99100000000004,52.99899999999997
20,Electra Townie Original 7D EQ - Women's - 2016,2,599.99,0.2,1199.98,959.984,239.99599999999998
23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,2,299.99,0.1,599.98,539.9820000000001,59.997999999999934
10,Surly Straggler - 2016,1,1549.0,0.07,1549.0,1440.57,108.43000000000006
8,Trek Remedy 29 Carbon Frameset - 2016,2,1799.99,0.1,3599.98,3239.982,359.99800000000005
7,Trek Slash 8 27.5 - 2016,1,3999.99,0.1,3999.99,3599.991,399.9989999999998
5,Heller Shagamaw Frame - 2016,1,1320.99,0.05,1320.99,1254.9405,66.04950000000008
6,Surly Ice Cream Truck Frameset - 2016,2,469.99,0.1,939.98,845.9820000000001,93.99799999999993
3,Surly Wednesday Frameset - 2016,1,999.99,0.1,999.99,899.991,99.99900000000002
6,Surly Ice Cream Truck Frameset - 2016,1,469.99,0.07,469.99,437.09069999999997,32.89930000000004
11,Surly Straggler 650b - 2016,1,1680.99,0.1,1680.99,1512.891,168.09899999999993
25,Electra Townie Original 7D - 2015/2016,1,499.99,0.05,499.99,474.9905,24.999500000000012
15,Electra Moto 1 - 2016,2,529.99,0.07,1059.98,985.7814,74.19860000000006
13,Electra Cruiser 1 (24-Inch) - 2016,2,269.99,0.07,539.98,502.1814,37.79860000000002
8,Trek Remedy 29 Carbon Frameset - 2016,1,1799.99,0.1,1799.99,1619.991,179.99900000000002
22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2,269.99,0.07,539.98,502.1814,37.79860000000002
17,Pure Cycles Vine 8-Speed - 2016,1,429.0,0.05,429.0,407.54999999999995,21.450000000000045
21,Electra Cruiser 1 (24-Inch) - 2016,1,269.99,0.1,269.99,242.991,26.998999999999995
2,Ritchey Timberwolf Frameset - 2016,1,749.99,0.2,749.99,599.9920000000001,149.99799999999993
