store_id,store_name,product_id,product_name,quantity
3,Rowlett Bikes,96,Electra Moto 3i (20-inch) - Boy's - 2017,1
3,Rowlett Bikes,105,Sun Bicycles Streamway 7 - 2017,1
3,Rowlett Bikes,106,Sun Bicycles Cruz 3 - 2017,1
3,Rowlett Bikes,149,Trek Domane SLR 8 Disc - 2018,1
3,Rowlett Bikes,151,Trek Domane ALR 4 Disc Women's - 2018,1
3,Rowlett Bikes,152,Trek Domane SL 5 Disc Women's - 2018,1
3,Rowlett Bikes,174,Trek Domane SLR Disc Frameset - 2018,1
3,Rowlett Bikes,209,Trek Crockett 7 Disc - 2018,1
3,Rowlett Bikes,235,Electra Koa 3i Ladies' - 2018,1
3,Rowlett Bikes,256,Electra Townie Commute 27D - 2018,1
3,Rowlett Bikes,280,Trek Superfly 24 - 2017/2018,1
3,Rowlett Bikes,283,Electra Heartchya 1 (20-inch) - Girl's - 2018,1
3,Rowlett Bikes,40,Trek Fuel EX 9.8 29 - 2017,2
3,Rowlett Bikes,48,Trek Emonda S 4 - 2017,2
3,Rowlett Bikes,51,Trek Silque SLR 8 Women's - 2017,2
3,Rowlett Bikes,70,Electra Amsterdam Original 3i - 2015/2017,2
3,Rowlett Bikes,125,Trek Kids' Dual Sport - 2018,2
3,Rowlett Bikes,177,Trek Domane SLR 6 Disc - 2018,2
3,Rowlett Bikes,187,Trek Neko+ - 2018,2
3,Rowlett Bikes,281,Electra Cruiser 7D (24-Inch) Ladies' - 2016/2018,2
3,Rowlett Bikes,285,Electra Soft Serve 1 (16-inch) - Girl's - 2018,2
3,Rowlett Bikes,288,Electra Straight 8 1 (20-inch) - Boy's - 2018,2
3,Rowlett Bikes,289,"Electra Superbolt 1 20"" - 2018",2
3,Rowlett Bikes,5,Heller Shagamaw Frame - 2016,3
3,Rowlett Bikes,35,Sun Bicycles Spider 3i - 2017,3
3,Rowlett Bikes,66,Sun Bicycles Revolutions 24 - 2017,3
3,Rowlett Bikes,73,Sun Bicycles Brickell Tandem 7 - 2017,3
3,Rowlett Bikes,140,Trek Remedy 9.8 27.5 - 2018,3
3,Rowlett Bikes,147,Trek Domane ALR 5 Gravel - 2018,3
3,Rowlett Bikes,169,Trek Emonda SLR 8 - 2018,3
3,Rowlett Bikes,175,Trek Domane SLR Frameset - 2018,3
3,Rowlett Bikes,205,Trek Super Commuter+ 8S - 2018,3
3,Rowlett Bikes,211,Surly Straggler 650b - 2018,3
3,Rowlett Bikes,236,Electra Morningstar 3i Ladies' - 2018,3
3,Rowlett Bikes,247,Electra Townie Original 7D EQ - 2018,3
3,Rowlett Bikes,300,Electra Townie Balloon 3i EQ Ladies' - 2018,3
3,Rowlett Bikes,14,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,4
3,Rowlett Bikes,49,Trek Domane SL 6 - 2017,4
3,Rowlett Bikes,62,Trek Boone 7 - 2017,4
3,Rowlett Bikes,121,Surly Krampus Frameset - 2018,4
3,Rowlett Bikes,127,Surly Pack Rat Frameset - 2018,4
3,Rowlett Bikes,136,Trek Procaliber 6 - 2018,4
3,Rowlett Bikes,141,Trek Stache 5 - 2018,4
3,Rowlett Bikes,217,Electra Straight 8 3i - 2018,4
3,Rowlett Bikes,254,Electra Townie Balloon 3i EQ - 2017/2018,4
